"ID","Department","To Date","From Date","Company","Total Estimated Budget","ID (Staffing Plan Detail)"
"plan9313","Production - 5","2072-11-26","2071-07-13","5company",0.0,"8efaca59b4"
"plan9312","Legal - 8","2071-05-25","2071-02-25","8company",673398.0,"0904d3a459"
"plan9310","Management - 114","2071-10-27","2071-10-23","14company",591730.0,"56b75d3ae5"
"plan9337","Production - 1","2070-09-22","2069-02-08","1company",413935.0,"e21eb5efcf"
"plan9325","Marketing - 110","2069-07-29","2069-07-29","10company",0.0,"0a58d27d6b"
"plan9317","Purchase - 113","2070-11-26","2069-11-21","13company",784868.0,"ee03cd548c"
"plan9316","Dispatch - 2","2070-06-27","2069-03-23","2company",837573.0,"e50960af76"
"plan9315","Human Resources - 118","2069-07-28","2069-06-27","18company",0.0,"0211681361"
"plan9314","Marketing - 6","2070-09-19","2069-03-15","6company",1452320.0,"754d29b389"
"plan9311","Management - 112","2069-08-17","2069-05-08","12company",0.0,"2fd4a8b5c5"
"plan9309","Sales - 9","2070-08-21","2069-02-18","9company",0.0,"c524e32150"
"plan9308","Production - 4","2070-10-05","2069-05-04","4company",0.0,"034b15068b"
"plan9303","Operations - 113","2069-09-25","2069-07-11","13company",0.0,"a7dd771390"
"plan9300","Quality Management - 7","2070-11-20","2069-11-19","7company",1263200.0,"db3e37a79c"
"plan9299","","2069-11-23","2069-09-16","11company",0.0,"db748a9799"
"plan9298","Research & Development - 5","2069-06-12","2069-02-02","5company",0.0,"98dc07397d"
"plan9295","Production - 6","2069-11-20","2069-11-17","6company",1065357.0,"f657689195"
"plan9292","Production - 116","2069-04-28","2069-04-18","16company",0.0,"3b622bd9ec"
"plan9290","Dispatch - 113","2069-02-28","2069-02-27","13company",0.0,"de0bdc44bd"
"plan9288","Dispatch - 7","2069-04-27","2069-01-27","7company",171874.0,"b861e56f78"
"plan9283","Dispatch - 2","2070-11-26","2069-08-24","2company",202370.0,"47bb357715"
"plan9277","Sales - 6","2069-09-29","2069-06-29","6company",0.0,"95d79131e2"
"plan9275","Operations - 5","2069-11-25","2069-10-17","5company",0.0,"29675573f2"
"plan9273","Research & Development - 5","2069-05-27","2069-01-27","5company",420267.0,"31cf08f2b1"
"plan9250","Quality Management - 3","2070-04-15","2069-04-14","3company",108972.0,"cac5bc7666"
"plan9249","Production - 117","2069-07-14","2069-06-09","17company",0.0,"5a11cae673"
"plan9244","Research & Development - 114","2069-11-28","2069-10-28","14company",0.0,"1975a61d1e"
"plan9243","Human Resources - 118","2070-08-25","2069-06-25","18company",0.0,"4aa15fbb01"
"plan9237","Human Resources - 8","2069-11-28","2069-11-27","8company",0.0,"351aec2ec8"
"plan9235","Legal - 110","2070-07-22","2069-01-03","10company",0.0,"cec75f6cd0"
"plan9231","Marketing - 114","2069-08-29","2069-07-27","14company",0.0,"a9da537880"
"plan9229","","2070-11-29","2069-07-28","11company",0.0,"a863bb6fdf"
"plan9222","Research & Development - 114","2069-08-25","2069-08-01","14company",949520.0,"e4a41dda01"
"plan9220","Research & Development - 8","2070-09-27","2069-06-23","8company",1092610.0,"46969cc877"
"plan9217","","2069-07-23","2069-04-22","11company",0.0,"8f92d5efdd"
"plan9214","Marketing - 3","2069-03-26","2069-02-05","3company",0.0,"750a3444a6"
"plan9210","Purchase - 1","2069-06-24","2069-06-07","1company",368052.0,"1eeb16ece4"
"plan9194","Sales - 115","2069-10-26","2069-10-25","15company",0.0,"7142fa3bb0"
"plan9191","Operations - 112","2069-06-18","2069-02-18","12company",0.0,"1446d53f62"
"plan9190","Human Resources - 3","2069-10-11","2069-10-05","3company",0.0,"9b0f0e1e42"
"plan9189","Dispatch - 112","2070-09-11","2069-07-01","12company",0.0,"175bdce720"
"plan9186","Management - 3","2069-09-25","2069-09-24","3company",0.0,"3dbcc86169"
"plan9185","Human Resources - 5","2069-08-26","2069-01-23","5company",0.0,"4a5b13d8c6"
"plan9181","Human Resources - 8","2070-11-27","2069-02-15","8company",0.0,"090c7210e8"
"plan9176","Operations - 110","2070-10-29","2069-07-05","10company",0.0,"96123a7f93"
"plan9166","Management - 115","2069-10-16","2069-10-11","15company",0.0,"15aaa48ebb"
"plan9165","Research & Development - 2","2069-05-29","2069-03-20","2company",0.0,"382d2eecfe"
"plan9163","Customer Service - 2","2069-11-28","2069-11-11","2company",723678.0,"a0b7cc7fe2"
"plan9162","Sales - 7","2069-10-28","2069-09-09","7company",0.0,"ad7fd040f9"
"plan9158","Operations - 118","2069-05-06","2069-04-03","18company",0.0,"eb6e330057"
"plan9157","Purchase - 3","2070-10-29","2069-10-26","3company",0.0,"9be207f381"
"plan9154","Legal - 6","2069-06-26","2069-01-26","6company",990738.0,"5d0ddf4605"
"plan9152","Legal - 116","2069-11-15","2069-11-12","16company",0.0,"83356077ed"
"plan9149","Management - 116","2069-09-28","2069-04-23","16company",0.0,"2f1421464a"
"plan9148","Sales - 118","2070-06-28","2069-04-08","18company",0.0,"dd1091d3f4"
"plan9142","Legal - 6","2070-10-28","2069-04-27","6company",0.0,"f990a68cff"
"plan9140","Quality Management - 3","2070-10-26","2069-09-23","3company",677736.0,"3cb158b1de"
"plan9136","Management - 113","2069-10-28","2069-05-08","13company",0.0,"25bf49e737"
"plan9134","Dispatch - 110","2069-10-21","2069-05-04","10company",0.0,"0d4022e97b"
"plan9133","Human Resources - 1","2069-09-27","2069-07-14","1company",0.0,"5e1ac165ac"
"plan9132","Quality Management - 7","2069-04-14","2069-04-02","7company",881133.0,"ad13c49d64"
"plan9130","Sales - 2","2070-11-25","2069-11-22","2company",0.0,"26d711a505"
"plan9125","Dispatch - 114","2070-03-20","2069-01-12","14company",0.0,"ca239e8312"
"plan9124","Dispatch - 115","2069-09-29","2069-03-27","15company",0.0,"d650529561"
"plan9122","Operations - 7","2070-07-18","2069-04-14","7company",592109.0,"1e937c7fd9"
"plan9120","Customer Service - 9","2069-09-18","2069-02-06","9company",513700.0,"cc0231a762"
"plan9119","Marketing - 8","2069-07-28","2069-07-27","8company",0.0,"054cf2ecae"
"plan9118","Sales - 117","2069-02-26","2069-01-11","17company",0.0,"34b2edb1b6"
"plan9103","Legal - 112","2070-10-28","2069-09-25","12company",0.0,"dd9a363d1a"
"plan9099","Quality Management - 9","2070-08-28","2069-01-27","9company",1227534.0,"1b6e58323d"
"plan9096","Quality Management - 4","2069-11-26","2069-05-09","4company",0.0,"3cddfa9ec5"
"plan9094","Marketing - 114","2069-08-26","2069-07-25","14company",0.0,"ca6236f692"
"plan9093","Human Resources - 5","2070-07-28","2069-04-13","5company",836784.0,"662ed3884f"
"plan9091","Operations - 9","2069-04-23","2069-03-20","9company",0.0,"d0acf95703"
"plan9090","Operations - 9","2069-04-10","2069-02-05","9company",0.0,"63f56ff491"
"plan9089","Management - 2","2069-10-20","2069-10-20","2company",0.0,"d0611ecb55"
"plan9087","Sales - 4","2069-11-28","2069-11-16","4company",505904.0,"e012ccb370"
"plan9085","Human Resources - 7","2069-03-15","2069-01-10","7company",445925.0,"eed898411a"
"plan9084","Management - 2","2069-06-23","2069-05-23","2company",0.0,"5cc629d1ec"
"plan9082","Human Resources - 7","2069-11-27","2069-09-21","7company",0.0,"fdd6facc9b"
"plan9081","Management - 1","2069-04-16","2069-01-04","1company",0.0,"41c551cdfd"
"plan9077","Marketing - 117","2069-03-21","2069-03-17","17company",0.0,"e7a457c0b2"
"plan9074","Dispatch - 8","2069-11-18","2069-10-11","8company",246986.0,"1633ebe285"
"plan9073","Purchase - 9","2069-04-16","2069-02-04","9company",0.0,"ad7b5feee6"
"plan9072","Research & Development - 3","2069-04-12","2069-02-12","3company",0.0,"9609ffdc3b"
"plan9071","Purchase - 110","2069-08-29","2069-07-27","10company",0.0,"cc17821a90"
"plan9066","Human Resources - 3","2070-08-26","2069-07-25","3company",0.0,"2b0b8efd64"
"plan9065","Research & Development - 6","2070-10-27","2069-03-09","6company",0.0,"ec75c45fdb"
"plan9064","Marketing - 5","2070-10-23","2069-09-10","5company",1176527.0,"72bdbb57b1"
"plan9061","","2069-08-20","2069-06-19","11company",839106.0,"b29518bf5f"
"plan9059","Quality Management - 113","2070-11-28","2069-10-10","13company",0.0,"62b87505f3"
"plan9053","Marketing - 7","2069-07-28","2069-06-25","7company",695300.0,"429657f4c1"
"plan9049","Marketing - 117","2069-01-28","2069-01-10","17company",258372.0,"ce617943ee"
"plan9047","Dispatch - 7","2069-06-26","2069-04-19","7company",1601842.0,"65f8cda429"
"plan9045","Human Resources - 117","2070-09-25","2069-03-13","17company",0.0,"017c2f95b4"
"plan9044","Customer Service - 8","2069-07-19","2069-02-17","8company",0.0,"a936929e45"
"plan9042","Purchase - 117","2069-07-25","2069-07-17","17company",192858.0,"ef1f997903"
"plan9040","Operations - 5","2070-11-24","2069-11-24","5company",381328.0,"bbf4060ffb"
"plan9039","Legal - 7","2069-02-17","2069-01-08","7company",0.0,"5850d4ccbf"
"plan9037","Customer Service - 116","2070-11-28","2069-11-27","16company",0.0,"5b4bd22b52"
"plan9035","Operations - 6","2070-11-27","2069-06-21","6company",0.0,"a97e5adb68"
"plan9032","Legal - 113","2069-07-24","2069-03-17","13company",0.0,"54146419ba"
"plan9031","Management - 113","2070-04-24","2069-03-20","13company",0.0,"ef359d51d4"
"plan9027","Dispatch - 116","2069-11-10","2069-09-07","16company",0.0,"8000e362de"
"plan9026","","2070-10-28","2069-08-13","11company",0.0,"df266f3932"
"plan9024","Human Resources - 116","2069-05-23","2069-05-15","16company",0.0,"82cb86c80e"
"plan9021","Purchase - 1","2070-10-29","2069-09-23","1company",0.0,"d6687a4a6f"
"plan9020","Customer Service - 112","2069-10-08","2069-07-08","12company",0.0,"9ce7678759"
"plan9018","Dispatch - 4","2069-07-28","2069-05-24","4company",0.0,"5cf3ae0394"
"plan9017","","2069-05-15","2069-05-04","11company",0.0,"f085b3d881"
"plan9016","Sales - 112","2069-10-23","2069-07-19","12company",210804.0,"93ff511820"
"plan9015","Production - 1","2069-11-15","2069-10-14","1company",0.0,"22a06b500c"
"plan9014","Quality Management - 3","2070-11-27","2069-11-27","3company",0.0,"e349ef2f18"
"plan9012","Production - 115","2069-11-23","2069-08-04","15company",188638.0,"29412c1f25"
"plan9009","Marketing - 110","2070-02-28","2069-01-23","10company",0.0,"c25e39741e"
"plan9008","Human Resources - 110","2069-09-25","2069-02-01","10company",0.0,"2bf0b7b58a"
"plan9007","Research & Development - 115","2070-11-23","2069-11-13","15company",0.0,"915946ca85"
"plan9006","Customer Service - 8","2069-09-23","2069-07-13","8company",0.0,"50b770a656"
"plan9005","Sales - 116","2070-11-19","2069-08-19","16company",0.0,"5e6625947a"
"plan9004","Research & Development - 9","2069-08-25","2069-06-09","9company",0.0,"2117565573"
"plan9003","Customer Service - 9","2070-09-23","2069-09-22","9company",0.0,"a458d5796f"
"plan9002","Research & Development - 118","2070-06-25","2069-06-23","18company",0.0,"16c041cc8b"
"plan9001","Management - 110","2069-08-29","2069-05-27","10company",0.0,"46c3eb3ff0"
"plan8996","Purchase - 2","2070-11-22","2069-04-22","2company",0.0,"8f975ddd58"
"plan8994","Customer Service - 1","2070-10-21","2069-01-04","1company",773560.0,"55e25e2f08"
"plan8993","Research & Development - 114","2069-10-25","2069-08-22","14company",0.0,"3334c040be"
"plan8992","Legal - 4","2070-02-28","2069-02-07","4company",0.0,"189b594122"
"plan8991","Purchase - 4","2069-11-19","2069-09-04","4company",0.0,"8b0eb99ffd"
"plan8989","","2069-11-23","2069-11-23","11company",0.0,"5fd5eb4544"
"plan8988","Management - 118","2070-09-22","2069-07-22","18company",0.0,"f35e31e3d7"
"plan8987","Quality Management - 7","2069-10-29","2069-08-26","7company",0.0,"2e8a1b8872"
"plan8983","Quality Management - 116","2070-08-16","2069-08-06","16company",0.0,"1cfca2f3c7"
"plan8976","Quality Management - 118","2070-11-19","2069-11-04","18company",0.0,"feecee157f"
"plan8975","Sales - 2","2069-06-27","2069-03-25","2company",0.0,"b2124996da"
"plan8973","Legal - 113","2070-10-29","2069-10-27","13company",0.0,"f9b27d6863"
"plan8972","Operations - 9","2070-05-21","2069-01-12","9company",0.0,"6848ef2a23"
"plan8967","Sales - 8","2069-11-25","2069-10-22","8company",0.0,"b2c4c1c234"
"plan8964","Purchase - 110","2069-11-26","2069-11-16","10company",0.0,"491674b3c5"
"plan8963","Legal - 9","2069-11-21","2069-11-10","9company",0.0,"c424e59bbc"
"plan8962","Legal - 114","2069-08-29","2069-08-26","14company",0.0,"053fc8f54f"
"plan8959","Operations - 2","2070-09-19","2069-04-09","2company",722952.0,"6dd3e480f9"
"plan8958","Production - 1","2069-10-12","2069-10-09","1company",943932.0,"3e594e11fa"
"plan8957","Human Resources - 1","2069-07-17","2069-05-03","1company",0.0,"c88eaf587b"
"plan8954","Purchase - 2","2069-08-17","2069-07-13","2company",0.0,"f60c8a7eea"
"plan8951","Quality Management - 1","2070-10-15","2069-04-01","1company",0.0,"5ffa874673"
"plan8950","Customer Service - 118","2069-11-10","2069-07-05","18company",0.0,"a31e2c4446"
"plan8949","Research & Development - 5","2070-11-29","2069-11-04","5company",347644.0,"9b14524f84"
"plan8948","Sales - 115","2070-10-17","2069-04-14","15company",0.0,"9f232ca9c7"
"plan8946","Research & Development - 8","2069-09-23","2069-09-16","8company",614712.0,"1bb0f330cf"
"plan8945","Legal - 115","2069-09-25","2069-02-06","15company",437928.0,"f545ca3213"
"plan8944","Sales - 117","2069-06-26","2069-05-08","17company",0.0,"08ce4f34b3"
"plan8939","Purchase - 7","2069-08-29","2069-08-28","7company",454180.0,"0f8423fcf2"
"plan8935","Sales - 112","2069-11-20","2069-11-05","12company",0.0,"ddfab59a87"
"plan8932","Marketing - 113","2069-09-14","2069-09-13","13company",0.0,"e6d2dc7358"
"plan8931","Research & Development - 2","2069-09-15","2069-07-08","2company",821262.0,"d273f59679"
"plan8930","","2069-02-13","2069-02-03","11company",0.0,"72e5f755ba"
"plan8928","Dispatch - 118","2069-03-20","2069-01-19","18company",602272.0,"39590cac1b"
"plan8927","Quality Management - 5","2069-09-20","2069-09-08","5company",0.0,"c4d0574ad8"
"plan8925","Management - 9","2069-09-26","2069-05-19","9company",580832.0,"a60a866cc6"
"plan8922","Operations - 115","2070-11-26","2069-07-21","15company",0.0,"de946e5e63"
"plan8921","Marketing - 2","2070-09-29","2069-03-28","2company",0.0,"93a656e633"
"plan8919","Sales - 7","2069-10-20","2069-10-18","7company",0.0,"6eb0c220d2"
"plan8918","Purchase - 9","2070-08-29","2069-08-29","9company",0.0,"8b65fab833"
"plan8916","Legal - 118","2069-11-29","2069-05-29","18company",358445.0,"4c6075d5fd"
"plan8915","Quality Management - 8","2070-06-29","2069-04-29","8company",697671.0,"fd379891b8"
"plan8914","Operations - 6","2069-11-14","2069-09-07","6company",0.0,"418213b9c5"
"plan8913","Operations - 2","2069-08-17","2069-07-02","2company",0.0,"de5cd88fc9"
"plan8912","Purchase - 9","2070-11-13","2069-09-05","9company",886941.0,"59f80aad73"
"plan8910","Management - 1","2069-04-28","2069-02-26","1company",0.0,"7476194cd3"
"plan8909","Sales - 115","2070-09-25","2069-01-16","15company",0.0,"2b8d75971f"
"plan8908","Dispatch - 115","2070-08-12","2069-04-05","15company",0.0,"41a63adae1"
"plan8906","Purchase - 117","2069-07-17","2069-04-15","17company",0.0,"759aa2d165"
"plan8904","Operations - 4","2069-04-29","2069-04-27","4company",885924.0,"3f7f30c5fc"
"plan8902","Purchase - 2","2070-05-14","2069-04-11","2company",556160.0,"bfc4f0575a"
"plan8901","Quality Management - 8","2070-10-26","2069-06-22","8company",0.0,"4923691653"
"plan8898","Quality Management - 118","2070-11-10","2069-10-06","18company",0.0,"3fc9ea3a5d"
"plan8896","Legal - 7","2069-10-27","2069-08-22","7company",0.0,"fafd985ecb"
"plan8894","Quality Management - 116","2070-06-11","2069-02-10","16company",0.0,"a261025511"
"plan8891","Legal - 7","2069-11-12","2069-10-05","7company",1358863.0,"c3331aa64a"
"plan8890","Operations - 4","2069-10-28","2069-06-03","4company",0.0,"e77ddcb508"
"plan8889","Customer Service - 7","2070-04-27","2069-02-27","7company",681396.0,"c40b6fabea"
"plan8888","Purchase - 115","2070-11-29","2069-11-29","15company",591912.0,"85c62f7246"
"plan8887","Production - 113","2070-10-15","2069-08-07","13company",0.0,"c2ca0dce98"
"plan8886","Research & Development - 116","2070-07-25","2069-06-18","16company",0.0,"5ad37bebba"
"plan8885","Human Resources - 5","2069-04-29","2069-03-29","5company",948720.0,"d035c3466f"
"plan8884","Research & Development - 6","2069-11-22","2069-07-17","6company",0.0,"870848418f"
"plan8881","Customer Service - 110","2069-11-26","2069-02-04","10company",286144.0,"4c37a6c56a"
"plan8880","Human Resources - 115","2070-11-29","2069-01-03","15company",0.0,"854bf653a9"
"plan8879","Legal - 112","2069-10-17","2069-09-10","12company",0.0,"5fe5161a0b"
"plan8877","Production - 113","2070-11-29","2069-04-29","13company",560172.0,"a32deb7736"
"plan8876","Human Resources - 116","2070-11-28","2069-09-20","16company",658416.0,"42f9feb1b9"
"plan8875","Management - 3","2069-10-20","2069-10-16","3company",611100.0,"1c4880c063"
"plan8874","Legal - 116","2070-09-22","2069-08-07","16company",720834.0,"11377e4c9e"
"plan8873","","2069-08-19","2069-05-07","11company",0.0,"d622dd3f3f"
"plan8872","Sales - 116","2069-10-23","2069-09-07","16company",1003059.0,"aa2f9d2170"
"plan8871","Operations - 3","2069-09-29","2069-03-03","3company",395535.0,"a0d4fe9f41"
"plan8870","Operations - 118","2069-09-26","2069-05-22","18company",924791.0,"8dc430fe2c"
"plan8868","Management - 1","2070-11-18","2069-02-15","1company",0.0,"c2b8da1a48"
"plan8866","Production - 8","2070-08-17","2069-01-16","8company",720500.0,"9c428ab3cc"
"plan8865","Human Resources - 6","2069-06-07","2069-05-04","6company",834336.0,"9ebb0f65ad"
"plan8864","Operations - 117","2069-11-29","2069-03-29","17company",748993.0,"c2e4cfe7f8"
"plan8863","Production - 113","2069-11-28","2069-11-26","13company",0.0,"f8c07f396b"
"plan8862","Customer Service - 1","2070-05-20","2069-02-06","1company",764040.0,"41f9e9dea3"
"plan8860","Research & Development - 5","2070-07-28","2069-04-16","5company",0.0,"c657290340"
"plan8857","Legal - 116","2069-09-27","2069-02-17","16company",0.0,"2be45d6f59"
"plan8856","Legal - 3","2069-10-29","2069-09-29","3company",0.0,"ed0e5fb468"
"plan8854","Customer Service - 4","2070-11-27","2069-10-14","4company",535986.0,"cdc0a7444f"
"plan8853","","2069-11-23","2069-09-23","11company",0.0,"d452591909"
