"ID","ID (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan9134","0d4022e97b","Project Manager",113612.0,0,0.0,0,0,0
"plan9133","5e1ac165ac","Analyst",133662.0,0,0.0,0,0,0
"plan9132","ad13c49d64","Designer",80103.0,11,881133.0,0,0,11
"plan9130","26d711a505","Analyst",95494.0,0,0.0,0,0,0
"plan9125","ca239e8312","Researcher",118679.0,0,0.0,0,0,0
"plan9124","d650529561","Engineer",77805.0,0,0.0,0,0,0
"plan9122","1e937c7fd9","Head of Marketing and Sales",84587.0,7,592109.0,0,0,7
"plan9120","cc0231a762","Associate",128425.0,4,513700.0,0,0,4
"plan9119","054cf2ecae","Business Development Manager",120590.0,0,0.0,0,0,0
"plan9118","34b2edb1b6","Associate",129304.0,0,0.0,0,0,0
"plan9103","dd9a363d1a","Accountant",70293.0,0,0.0,0,0,0
"plan9099","1b6e58323d","Business Development Manager",111594.0,11,1227534.0,0,0,11
"plan9096","3cddfa9ec5","Engineer",89703.0,0,0.0,0,0,0
"plan9094","ca6236f692","Business Development Manager",102944.0,0,0.0,0,0,0
"plan9093","662ed3884f","Analyst",139464.0,6,836784.0,0,0,6
"plan9091","d0acf95703","Designer",109617.0,0,0.0,0,0,0
"plan9090","63f56ff491","Accountant",96725.0,0,0.0,0,0,0
"plan9089","d0611ecb55","Associate",140736.0,0,0.0,0,0,0
"plan9087","e012ccb370","Administrative Officer",126476.0,4,505904.0,0,0,4
"plan9085","eed898411a","Head of Marketing and Sales",89185.0,5,445925.0,0,0,5
"plan9084","5cc629d1ec","Analyst",54916.0,0,0.0,0,0,0
"plan9082","fdd6facc9b","Business Development Manager",111066.0,0,0.0,0,0,0
"plan9081","41c551cdfd","Accountant",137208.0,0,0.0,0,0,0
"plan9077","e7a457c0b2","Analyst",60200.0,0,0.0,0,0,0
"plan9074","1633ebe285","Project Manager",123493.0,2,246986.0,0,0,2
"plan9073","ad7b5feee6","Researcher",135493.0,0,0.0,0,0,0
"plan9072","9609ffdc3b","Software Developer",119382.0,0,0.0,0,0,0
"plan9071","cc17821a90","Business Development Manager",100502.0,0,0.0,0,0,0
"plan9066","2b0b8efd64","Designer",141615.0,0,0.0,0,0,0
"plan9065","ec75c45fdb","Designer",108258.0,0,0.0,0,0,0
"plan9064","72bdbb57b1","Project Manager",106957.0,11,1176527.0,0,0,11
"plan9061","b29518bf5f","Researcher",139851.0,6,839106.0,0,0,6
"plan9059","62b87505f3","HR Manager",147161.0,0,0.0,0,0,0
"plan9053","429657f4c1","Secretary",139060.0,5,695300.0,0,0,5
"plan9049","ce617943ee","Administrative Officer",86124.0,3,258372.0,0,0,3
"plan9047","65f8cda429","Software Developer",145622.0,11,1601842.0,0,0,11
"plan9045","017c2f95b4","Secretary",55808.0,0,0.0,0,0,0
"plan9044","a936929e45","HR Manager",112171.0,0,0.0,0,0,0
"plan9042","ef1f997903","Engineer",64286.0,3,192858.0,0,0,3
"plan9040","bbf4060ffb","Head of Marketing and Sales",95332.0,4,381328.0,0,0,4
"plan9039","5850d4ccbf","Researcher",133305.0,0,0.0,0,0,0
"plan9037","5b4bd22b52","Head of Marketing and Sales",141444.0,0,0.0,0,0,0
"plan9035","a97e5adb68","Administrative Officer",101095.0,0,0.0,0,0,0
"plan9032","54146419ba","Associate",84684.0,0,0.0,0,0,0
"plan9031","ef359d51d4","Analyst",145131.0,0,0.0,0,0,0
"plan9027","8000e362de","Administrative Officer",141278.0,0,0.0,0,0,0
"plan9026","df266f3932","Administrative Officer",143770.0,0,0.0,0,0,0
"plan9024","82cb86c80e","Designer",51288.0,0,0.0,0,0,0
"plan9021","d6687a4a6f","Accountant",87222.0,0,0.0,0,0,0
"plan9020","9ce7678759","Project Manager",90054.0,0,0.0,0,0,0
"plan9018","5cf3ae0394","Associate",92777.0,0,0.0,0,0,0
"plan9017","f085b3d881","Designer",146231.0,0,0.0,0,0,0
"plan9016","93ff511820","Secretary",70268.0,3,210804.0,0,0,3
"plan9015","22a06b500c","Researcher",61466.0,0,0.0,0,0,0
"plan9014","e349ef2f18","Analyst",92704.0,0,0.0,0,0,0
"plan9012","29412c1f25","Software Developer",94319.0,2,188638.0,0,0,2
"plan9009","c25e39741e","Head of Marketing and Sales",100200.0,0,0.0,0,0,0
"plan9008","2bf0b7b58a","Analyst",54997.0,0,0.0,0,0,0
"plan9007","915946ca85","Engineer",117303.0,0,0.0,0,0,0
"plan9006","50b770a656","Engineer",120475.0,0,0.0,0,0,0
"plan9005","5e6625947a","Designer",126003.0,0,0.0,0,0,0
"plan9004","2117565573","Designer",50218.0,0,0.0,0,0,0
"plan9003","a458d5796f","Researcher",74977.0,0,0.0,0,0,0
"plan9002","16c041cc8b","Accountant",70629.0,0,0.0,0,0,0
"plan9001","46c3eb3ff0","HR Manager",61331.0,0,0.0,0,0,0
"plan8996","8f975ddd58","Head of Marketing and Sales",84205.0,0,0.0,0,0,0
"plan8994","55e25e2f08","Associate",96695.0,8,773560.0,0,0,8
"plan8993","3334c040be","Secretary",142970.0,0,0.0,0,0,0
"plan8992","189b594122","HR Manager",140535.0,0,0.0,0,0,0
"plan8991","8b0eb99ffd","Researcher",85405.0,0,0.0,0,0,0
"plan8989","5fd5eb4544","Project Manager",69365.0,0,0.0,0,0,0
"plan8988","f35e31e3d7","Secretary",117898.0,0,0.0,0,0,0
"plan8987","2e8a1b8872","Secretary",124317.0,0,0.0,0,0,0
"plan8983","1cfca2f3c7","Engineer",102932.0,0,0.0,0,0,0
"plan8976","feecee157f","Engineer",80997.0,0,0.0,0,0,0
"plan8975","b2124996da","Secretary",147473.0,0,0.0,0,0,0
"plan8973","f9b27d6863","Engineer",63050.0,0,0.0,0,0,0
"plan8972","6848ef2a23","Project Manager",141968.0,0,0.0,0,0,0
"plan8967","b2c4c1c234","Software Developer",55019.0,0,0.0,0,0,0
"plan8964","491674b3c5","Designer",124803.0,0,0.0,0,0,0
"plan8963","c424e59bbc","Secretary",69450.0,0,0.0,0,0,0
"plan8962","053fc8f54f","Designer",68116.0,0,0.0,0,0,0
"plan8959","6dd3e480f9","Software Developer",120492.0,6,722952.0,0,0,6
"plan8958","3e594e11fa","Software Developer",85812.0,11,943932.0,0,0,11
"plan8957","c88eaf587b","Accountant",96398.0,0,0.0,0,0,0
"plan8954","f60c8a7eea","Administrative Officer",105662.0,0,0.0,0,0,0
"plan8951","5ffa874673","Administrative Officer",114360.0,0,0.0,0,0,0
"plan8950","a31e2c4446","HR Manager",102273.0,0,0.0,0,0,0
"plan8949","9b14524f84","Secretary",86911.0,4,347644.0,0,0,4
"plan8948","9f232ca9c7","Analyst",114128.0,0,0.0,0,0,0
"plan8946","1bb0f330cf","Project Manager",102452.0,6,614712.0,0,0,6
"plan8945","f545ca3213","Secretary",145976.0,3,437928.0,0,0,3
"plan8944","08ce4f34b3","Associate",114094.0,0,0.0,0,0,0
"plan8939","0f8423fcf2","Researcher",113545.0,4,454180.0,0,0,4
"plan8935","ddfab59a87","Researcher",126894.0,0,0.0,0,0,0
"plan8932","e6d2dc7358","Engineer",139801.0,0,0.0,0,0,0
"plan8931","d273f59679","Associate",136877.0,6,821262.0,0,0,6
"plan8930","72e5f755ba","Secretary",127936.0,0,0.0,0,0,0
"plan8928","39590cac1b","HR Manager",54752.0,11,602272.0,0,0,11
"plan8927","c4d0574ad8","Engineer",134836.0,0,0.0,0,0,0
"plan8925","a60a866cc6","Accountant",145208.0,4,580832.0,0,0,4
"plan8922","de946e5e63","Business Development Manager",124823.0,0,0.0,0,0,0
"plan8921","93a656e633","Accountant",82317.0,0,0.0,0,0,0
"plan8919","6eb0c220d2","Administrative Officer",146072.0,0,0.0,0,0,0
"plan8918","8b65fab833","Software Developer",84684.0,0,0.0,0,0,0
"plan8916","4c6075d5fd","Analyst",71689.0,5,358445.0,0,0,5
"plan8915","fd379891b8","Analyst",77519.0,9,697671.0,0,0,9
"plan8914","418213b9c5","Researcher",106034.0,0,0.0,0,0,0
"plan8913","de5cd88fc9","Business Development Manager",106687.0,0,0.0,0,0,0
"plan8912","59f80aad73","HR Manager",80631.0,11,886941.0,0,0,11
"plan8910","7476194cd3","Analyst",138593.0,0,0.0,0,0,0
"plan8909","2b8d75971f","Accountant",135753.0,0,0.0,0,0,0
"plan8908","41a63adae1","Project Manager",92131.0,0,0.0,0,0,0
"plan8906","759aa2d165","Business Development Manager",56989.0,0,0.0,0,0,0
"plan8904","3f7f30c5fc","Project Manager",147654.0,6,885924.0,0,0,6
"plan8902","bfc4f0575a","Designer",139040.0,4,556160.0,0,0,4
"plan8901","4923691653","Administrative Officer",142027.0,0,0.0,0,0,0
"plan8898","3fc9ea3a5d","Head of Marketing and Sales",111565.0,0,0.0,0,0,0
"plan8896","fafd985ecb","Software Developer",55798.0,0,0.0,0,0,0
"plan8894","a261025511","Accountant",114999.0,0,0.0,0,0,0
"plan8891","c3331aa64a","Designer",123533.0,11,1358863.0,0,0,11
"plan8890","e77ddcb508","Administrative Officer",74687.0,0,0.0,0,0,0
"plan8889","c40b6fabea","Engineer",113566.0,6,681396.0,0,0,6
"plan8888","85c62f7246","HR Manager",65768.0,9,591912.0,0,0,9
"plan8887","c2ca0dce98","Associate",148080.0,0,0.0,0,0,0
"plan8886","5ad37bebba","Analyst",94706.0,0,0.0,0,0,0
"plan8885","d035c3466f","Head of Marketing and Sales",94872.0,10,948720.0,0,0,10
"plan8884","870848418f","Project Manager",124680.0,0,0.0,0,0,0
"plan8881","4c37a6c56a","Engineer",143072.0,2,286144.0,0,0,2
"plan8880","854bf653a9","Associate",65773.0,0,0.0,0,0,0
"plan8879","5fe5161a0b","Associate",68540.0,0,0.0,0,0,0
"plan8877","a32deb7736","Software Developer",140043.0,4,560172.0,0,0,4
"plan8876","42f9feb1b9","Business Development Manager",109736.0,6,658416.0,0,0,6
"plan8875","1c4880c063","Project Manager",122220.0,5,611100.0,0,0,5
"plan8874","11377e4c9e","Project Manager",120139.0,6,720834.0,0,0,6
"plan8873","d622dd3f3f","Associate",130272.0,0,0.0,0,0,0
"plan8872","aa2f9d2170","HR Manager",111451.0,9,1003059.0,0,0,9
"plan8871","a0d4fe9f41","Secretary",131845.0,3,395535.0,0,0,3
"plan8870","8dc430fe2c","Head of Marketing and Sales",132113.0,7,924791.0,0,0,7
"plan8868","c2b8da1a48","Head of Marketing and Sales",95859.0,0,0.0,0,0,0
"plan8866","9c428ab3cc","Researcher",72050.0,10,720500.0,0,0,10
"plan8865","9ebb0f65ad","Project Manager",92704.0,9,834336.0,0,0,9
"plan8864","c2e4cfe7f8","Project Manager",106999.0,7,748993.0,0,0,7
"plan8863","f8c07f396b","Researcher",70369.0,0,0.0,0,0,0
"plan8862","41f9e9dea3","Designer",76404.0,10,764040.0,0,0,10
"plan8860","c657290340","HR Manager",71182.0,0,0.0,0,0,0
"plan8857","2be45d6f59","Software Developer",87771.0,0,0.0,0,0,0
"plan8856","ed0e5fb468","Analyst",80924.0,0,0.0,0,0,0
"plan8854","cdc0a7444f","Designer",59554.0,9,535986.0,0,0,9
"plan8853","d452591909","Analyst",70919.0,0,0.0,0,0,0
"plan8852","dcd42d51eb","Accountant",141354.0,0,0.0,0,0,0
"plan8851","9d8a647cd6","Project Manager",69421.0,2,138842.0,0,0,2
"plan8850","54bb47972a","Designer",123200.0,7,862400.0,0,0,7
"plan8849","5219f64c71","Head of Marketing and Sales",85411.0,10,854110.0,0,0,10
"plan8848","de8f81c900","HR Manager",92536.0,8,740288.0,0,0,8
"plan8847","824b09ea10","Project Manager",104184.0,3,312552.0,0,0,3
"plan8846","75e7fc4026","Project Manager",73547.0,4,294188.0,0,0,4
"plan8845","c66dd2cd3f","Secretary",136415.0,4,545660.0,0,0,4
"plan8843","71adcb848d","Accountant",94020.0,4,376080.0,0,0,4
"plan8842","d935d2b2a2","Engineer",96077.0,6,576462.0,0,0,6
"plan8841","e03740ad9c","Administrative Officer",102782.0,11,1130602.0,0,0,11
"plan8840","2c488ef503","Software Developer",114995.0,11,1264945.0,0,0,11
"plan8839","51ea310ee5","Accountant",99973.0,10,999730.0,0,0,10
"plan8838","7cfd703647","Head of Marketing and Sales",76465.0,4,305860.0,0,0,4
"plan8837","fd5817fa94","HR Manager",80293.0,9,722637.0,0,0,9
"plan8836","d177a9e604","Associate",56957.0,0,0.0,0,0,0
"plan8835","1b0519f03a","Head of Marketing and Sales",67993.0,0,0.0,0,0,0
"plan8834","64b6a8bff5","Secretary",113083.0,0,0.0,0,0,0
"plan8833","90e74b18a9","Analyst",128793.0,7,901551.0,0,0,7
"plan8831","ec493affb6","Accountant",67751.0,0,0.0,0,0,0
"plan8829","60f30cb261","Secretary",114000.0,4,456000.0,0,0,4
"plan8828","aa32adfed8","Project Manager",115329.0,0,0.0,0,0,0
"plan8827","398b550d8f","Analyst",120557.0,0,0.0,0,0,0
"plan8826","bb99cc9785","Business Development Manager",144355.0,0,0.0,0,0,0
"plan8825","b38216c989","Researcher",118596.0,0,0.0,0,0,0
"plan8824","15f7f0106b","Associate",78656.0,5,393280.0,0,0,5
"plan8823","df073746b5","Designer",97916.0,11,1077076.0,0,0,11
"plan8822","b87932c214","Designer",137543.0,0,0.0,0,0,0
"plan8821","3efd3e9fd3","Secretary",112801.0,0,0.0,0,0,0
"plan8819","d6fb62dc31","Researcher",127944.0,0,0.0,0,0,0
"plan8817","1d3380633d","Secretary",78854.0,0,0.0,0,0,0
"plan8816","7442ec620d","Business Development Manager",105834.0,0,0.0,0,0,0
"plan8815","b6d7f19ab0","Engineer",95277.0,11,1048047.0,0,0,11
"plan8813","7ac124bd14","Engineer",77371.0,0,0.0,0,0,0
"plan8812","334c1c9d45","Associate",67793.0,10,677930.0,0,0,10
"plan8810","d7873687ea","Software Developer",106677.0,11,1173447.0,0,0,11
"plan8809","ea8adcd711","Researcher",0.0,8,0.0,0,0,8
"plan8808","5179630d31","Head of Marketing and Sales",51147.0,0,0.0,0,0,0
"plan8806","a5c0cdba91","Researcher",56458.0,8,451664.0,0,0,8
"plan8805","720d4ebe06","Software Developer",57101.0,6,342606.0,0,0,6
"plan8804","17a37d501f","Analyst",112386.0,11,1236246.0,0,0,11
"plan8803","a2142a4a80","Accountant",83074.0,0,0.0,0,0,0
"plan8802","3b579f3b12","Head of Marketing and Sales",128137.0,0,0.0,0,0,0
"plan8801","136bc5c6f0","Associate",65897.0,0,0.0,0,0,0
"plan8800","f6493cfac7","Administrative Officer",81497.0,9,733473.0,0,0,9
"plan8793","203e463cc2","Software Developer",85463.0,5,427315.0,0,0,5
"plan8792","d873633f2b","Analyst",53965.0,2,107930.0,0,0,2
"plan8791","13f49e60db","Administrative Officer",109724.0,0,0.0,0,0,0
"plan8788","e12d68127c","Project Manager",91800.0,0,0.0,0,0,0
"plan8786","2e46c49f6c","Accountant",64362.0,2,128724.0,0,0,2
"plan8785","472bf5b701","Business Development Manager",75041.0,0,0.0,0,0,0
"plan8783","e89755de47","Designer",97605.0,0,0.0,0,0,0
"plan8777","c2671c04af","Project Manager",111659.0,11,1228249.0,0,0,11
"plan8776","545965fda8","Analyst",146548.0,9,1318932.0,0,0,9
"plan8775","d5d63eaee9","Analyst",80357.0,0,0.0,0,0,0
"plan8770","58bdc2c379","Project Manager",145991.0,0,0.0,0,0,0
"plan8763","8532a3f7f9","Administrative Officer",92626.0,4,370504.0,0,0,4
"plan8762","7ccc19415d","Administrative Officer",87135.0,0,0.0,0,0,0
"plan8760","f0ba533a63","Analyst",116941.0,0,0.0,0,0,0
"plan8759","de878b8536","Project Manager",112314.0,0,0.0,0,0,0
"plan8754","b26a6049f7","Administrative Officer",100763.0,0,0.0,0,0,0
"plan8742","63201be48d","Researcher",80676.0,0,0.0,0,0,0
"plan8739","d686fd4f61","Engineer",111212.0,11,1223332.0,0,0,11
"plan8733","0d19ed037a","Business Development Manager",108456.0,0,0.0,0,0,0
"plan8729","b8decbd248","Engineer",82022.0,0,0.0,0,0,0
"plan8728","a60097fa42","Engineer",133272.0,0,0.0,0,0,0
"plan8727","c0cf1013d8","Researcher",142125.0,0,0.0,0,0,0
"plan8723","13e3524b6c","Engineer",149129.0,0,0.0,0,0,0
"plan8720","deb0a7f3dd","Accountant",83008.0,0,0.0,0,0,0
"plan8719","db814968c5","Administrative Officer",126655.0,0,0.0,0,0,0
"plan8718","d0dda74db5","Designer",147603.0,0,0.0,0,0,0
"plan8715","f7a3adc244","Business Development Manager",67402.0,0,0.0,0,0,0
"plan8714","1b7181f5c5","Accountant",61346.0,0,0.0,0,0,0
"plan8709","faf03e14be","Administrative Officer",98064.0,0,0.0,0,0,0
"plan8707","e871e942bd","Secretary",106745.0,0,0.0,0,0,0
"plan8705","aeb2337e6e","HR Manager",50684.0,0,0.0,0,0,0
"plan8701","5462398b05","Administrative Officer",58823.0,0,0.0,0,0,0
"plan8695","3e97d45aa5","Project Manager",61103.0,0,0.0,0,0,0
"plan8691","639b95d307","Administrative Officer",78155.0,0,0.0,0,0,0
"plan8690","3340b805f9","Engineer",102663.0,0,0.0,0,0,0
"plan8687","1cd95b5495","Accountant",125119.0,11,1376309.0,0,0,11
"plan8686","7459f60d75","Business Development Manager",83620.0,9,752580.0,0,0,9
"plan8682","4675495551","Secretary",55971.0,0,0.0,0,0,0
"plan8681","c610b08e33","Administrative Officer",107560.0,0,0.0,0,0,0
"plan8677","4115743b17","HR Manager",137906.0,0,0.0,0,0,0
"plan8674","398fe9fcd4","Business Development Manager",69587.0,0,0.0,0,0,0
"plan8673","f1dbb7b4c2","Accountant",69395.0,0,0.0,0,0,0
"plan8671","83bff7731b","Accountant",87869.0,0,0.0,0,0,0
"plan8667","ab1ed0695d","Analyst",74862.0,0,0.0,0,0,0
"plan8665","e317ae189a","Engineer",56427.0,0,0.0,0,0,0
"plan8661","4ea4bbd95b","Accountant",130758.0,0,0.0,0,0,0
"plan8660","526183bffa","Project Manager",117814.0,0,0.0,0,0,0
"plan8659","f4094a6140","Researcher",92601.0,0,0.0,0,0,0
"plan8654","b64a500881","Project Manager",52380.0,0,0.0,0,0,0
"plan8653","0d1e6acd07","Engineer",131869.0,0,0.0,0,0,0
"plan8652","95f233cc74","Associate",70044.0,0,0.0,0,0,0
"plan8651","e329a16fc9","Analyst",118640.0,0,0.0,0,0,0
"plan8647","c67c7fc454","Administrative Officer",81254.0,0,0.0,0,0,0
"plan8645","e1a56e5815","Accountant",95274.0,4,381096.0,0,0,4
"plan8643","f929c1e246","Accountant",103345.0,0,0.0,0,0,0
"plan8641","474dba4b76","Software Developer",68852.0,10,688520.0,0,0,10
"plan8640","bc5d060136","Head of Marketing and Sales",57010.0,8,456080.0,0,0,8
"plan8639","3a1a571aa9","Head of Marketing and Sales",66992.0,0,0.0,0,0,0
"plan8633","c52ed59043","Business Development Manager",55251.0,8,442008.0,0,0,8
"plan8631","b8ca05fbf8","Accountant",89275.0,0,0.0,0,0,0
"plan8628","0529f7f84e","Associate",61854.0,4,247416.0,0,0,4
"plan8627","21801daf0f","Accountant",87191.0,2,174382.0,0,0,2
"plan8625","65989e723a","Project Manager",83612.0,0,0.0,0,0,0
"plan8623","b15e0b3fea","Analyst",58762.0,0,0.0,0,0,0
"plan8617","6932c2a3b8","Project Manager",126915.0,2,253830.0,0,0,2
"plan8616","d8235c211d","Software Developer",118137.0,0,0.0,0,0,0
"plan8612","a80605c994","Administrative Officer",143441.0,0,0.0,0,0,0
"plan8611","218b8e1e25","Analyst",112672.0,0,0.0,0,0,0
"plan8610","636576aff3","Associate",121342.0,0,0.0,0,0,0
"plan8609","20069a8741","Associate",69664.0,0,0.0,0,0,0
"plan8607","dcbb4091d3","HR Manager",95232.0,0,0.0,0,0,0
"plan8606","c164f3bb3a","Engineer",137154.0,0,0.0,0,0,0
"plan8603","363633ebcb","Engineer",95664.0,0,0.0,0,0,0
"plan8589","1293724600","HR Manager",145353.0,0,0.0,0,0,0
"plan8588","96588e8ed8","Business Development Manager",124114.0,0,0.0,0,0,0
"plan8587","dfa24316f6","Engineer",125614.0,10,1256140.0,0,0,10
"plan8586","5844149e86","Project Manager",84171.0,0,0.0,0,0,0
"plan8580","00627a8ae2","Analyst",85597.0,4,342388.0,0,0,4
"plan8576","297aec29ff","Secretary",93457.0,0,0.0,0,0,0
"plan8574","28663c4ecb","Researcher",116513.0,7,815591.0,0,0,7
"plan8571","67a5ff9b1f","Administrative Officer",134581.0,4,538324.0,0,0,4
"plan8569","18765e0248","Designer",105388.0,0,0.0,0,0,0
"plan8561","9861d66c5f","Associate",141827.0,0,0.0,0,0,0
"plan8557","480d02cb51","HR Manager",99642.0,0,0.0,0,0,0
"plan8555","778afc3d98","Software Developer",98122.0,5,490610.0,0,0,5
"plan8554","a1012dd70a","Researcher",145002.0,4,580008.0,0,0,4
"plan8553","b3deccf69f","Associate",62682.0,0,0.0,0,0,0
"plan8551","5ac43e8660","Engineer",116168.0,3,348504.0,0,0,3
"plan8550","7e9c134b49","HR Manager",107050.0,2,214100.0,0,0,2
"plan8547","caf12c93e1","Secretary",74795.0,0,0.0,0,0,0
"plan8546","925f3a0987","HR Manager",81629.0,0,0.0,0,0,0
"plan8544","ad32f0614b","Researcher",89429.0,10,894290.0,0,0,10
"plan8543","22301b2dde","Associate",146428.0,4,585712.0,0,0,4
"plan8540","cb09c4aa7a","Administrative Officer",128140.0,0,0.0,0,0,0
"plan8539","b7f2ec6401","Software Developer",103740.0,3,311220.0,0,0,3
"plan8538","a1854db5dc","Engineer",60751.0,0,0.0,0,0,0
"plan8536","23dd7f7e11","Head of Marketing and Sales",135018.0,0,0.0,0,0,0
"plan8534","7c052f0ce6","Accountant",144796.0,0,0.0,0,0,0
"plan8533","4c13aaa96e","Analyst",125171.0,3,375513.0,0,0,3
"plan8532","c63869031c","Associate",139796.0,0,0.0,0,0,0
"plan8529","8fc06f6229","Software Developer",71551.0,3,214653.0,0,0,3
"plan8528","dc8a9079a5","Designer",83082.0,0,0.0,0,0,0
"plan8524","7ae3b425c6","Head of Marketing and Sales",109757.0,5,548785.0,0,0,5
"plan8521","fc572c5ab3","Analyst",142894.0,4,571576.0,0,0,4
"plan8519","d4b2c03fb9","Administrative Officer",69676.0,11,766436.0,0,0,11
"plan8517","1ef623c73e","Software Developer",80591.0,0,0.0,0,0,0
"plan8515","5a1755b97c","Business Development Manager",112806.0,0,0.0,0,0,0
"plan8514","0e7b842c30","Researcher",82960.0,4,331840.0,0,0,4
"plan8512","6096e11731","Secretary",72695.0,6,436170.0,0,0,6
"plan8511","55c45beffb","Designer",123473.0,0,0.0,0,0,0
"plan8510","729bf12df8","Software Developer",100664.0,4,402656.0,0,0,4
"plan8508","665317474c","HR Manager",92408.0,5,462040.0,0,0,5
"plan8507","5c4f9de643","Project Manager",94278.0,10,942780.0,0,0,10
"plan8506","75b85e4cd3","Head of Marketing and Sales",71139.0,10,711390.0,0,0,10
"plan8505","9366acf763","Engineer",65192.0,9,586728.0,0,0,9
"plan8504","aedf6ec73e","Accountant",122177.0,4,488708.0,0,0,4
"plan8502","c9cc72827e","Designer",93381.0,9,840429.0,0,0,9
"plan8500","4c10098e26","Business Development Manager",118769.0,0,0.0,0,0,0
"plan8499","18019c1253","Designer",98921.0,0,0.0,0,0,0
"plan8497","e37dfa80c3","Engineer",72679.0,6,436074.0,0,0,6
"plan8496","3e3d205862","Administrative Officer",141539.0,8,1132312.0,0,0,8
"plan8495","cbbde0312a","Head of Marketing and Sales",81228.0,8,649824.0,0,0,8
"plan8494","e312c195fa","Accountant",72304.0,0,0.0,0,0,0
"plan8493","75b77c116f","Project Manager",51866.0,2,103732.0,0,0,2
"plan8490","9da0c2129e","Project Manager",106240.0,0,0.0,0,0,0
"plan8488","645eb1953f","Secretary",93895.0,0,0.0,0,0,0
"plan8487","cd2c7aab57","Researcher",74365.0,0,0.0,0,0,0
"plan8486","b2f5824835","Software Developer",111384.0,6,668304.0,0,0,6
"plan8484","d7ca9c95fa","Project Manager",120798.0,0,0.0,0,0,0
"plan8483","df72a8ac03","Researcher",106938.0,5,534690.0,0,0,5
"plan8481","b462675bb9","Researcher",98373.0,7,688611.0,0,0,7
"plan8480","c337c4c92a","Head of Marketing and Sales",139234.0,0,0.0,0,0,0
