"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)"
"plan830","24517c02cf",2,200336.0,0,"Designer",100168.0,0,2
"plan829","cdab6ba6cb",0,0.0,0,"Business Development Manager",127001.0,0,0
"plan828","abadf039c7",2,129702.0,0,"Secretary",64851.0,0,2
"plan827","3de259f2c6",2,144366.0,0,"Administrative Officer",72183.0,0,2
"plan826","a9af45a3ae",2,219922.0,0,"Researcher",109961.0,0,2
"plan825","5adaa9cfab",2,280024.0,0,"Associate",140012.0,0,2
"plan824","d85cee1c14",2,149054.0,0,"Secretary",74527.0,0,2
"plan823","516a48ee07",0,0.0,0,"Software Developer",61007.0,0,0
"plan822","980d981018",2,293258.0,0,"Analyst",146629.0,0,2
"plan821","81e2f04c5c",2,217684.0,0,"Head of Marketing and Sales",108842.0,0,2
"plan820","a33b48b069",0,0.0,0,"Secretary",54757.0,0,0
"plan818","e6b61dc2ef",2,228838.0,0,"Software Developer",114419.0,0,2
"plan813","416a498d01",0,0.0,0,"Designer",78757.0,0,0
"plan806","f2cf4bebcc",2,119296.0,0,"Head of Marketing and Sales",59648.0,0,2
"plan805","0929516bab",2,137170.0,0,"Associate",68585.0,0,2
"plan803","e2c0240454",0,0.0,0,"Accountant",143254.0,0,0
"plan802","c8615f2f3a",2,105180.0,0,"Associate",52590.0,0,2
"plan799","da9c88fcb5",2,232614.0,0,"Business Development Manager",116307.0,0,2
"plan798","8449729f28",2,171510.0,0,"Business Development Manager",85755.0,0,2
"plan795","072f7b4603",2,299212.0,0,"Head of Marketing and Sales",149606.0,0,2
"plan790","fc1705c770",2,161384.0,0,"Head of Marketing and Sales",80692.0,0,2
"plan788","b5d959d7a2",2,104494.0,0,"Project Manager",52247.0,0,2
"plan786","225850b77e",2,133080.0,0,"Associate",66540.0,0,2
"plan785","1919f6dd62",2,159834.0,0,"Administrative Officer",79917.0,0,2
"plan783","be0933378c",2,137614.0,0,"Designer",68807.0,0,2
"plan778","134d2a1ba6",2,122634.0,0,"Analyst",61317.0,0,2
"plan775","083817f1e1",0,0.0,0,"Administrative Officer",81738.0,0,0
"plan770","f02cb5540b",2,171058.0,0,"Secretary",85529.0,0,2
"plan767","e9f44db2f7",2,170016.0,0,"HR Manager",85008.0,0,2
"plan765","c114d4c301",2,184356.0,0,"Accountant",92178.0,0,2
"plan761","2ae8a45e75",2,201736.0,0,"Business Development Manager",100868.0,0,2
"plan760","9f185345dd",2,135286.0,0,"Head of Marketing and Sales",67643.0,0,2
"plan759","316b43ea04",2,100158.0,0,"HR Manager",50079.0,0,2
"plan757","4f8fb6c06a",2,269496.0,0,"Head of Marketing and Sales",134748.0,0,2
"plan755","ccff0f3adc",0,0.0,0,"Analyst",120845.0,0,0
"plan754","cf0e7108fa",0,0.0,0,"Analyst",112316.0,0,0
"plan753","9166743292",0,0.0,0,"Software Developer",87119.0,0,0
"plan751","194c38c16c",2,199732.0,0,"Designer",99866.0,0,2
"plan749","c726884db4",0,0.0,0,"Engineer",79738.0,0,0
"plan745","8ae3dbd06c",2,107118.0,0,"Engineer",53559.0,0,2
"plan743","45d57fd5f7",2,215720.0,0,"Designer",107860.0,0,2
"plan737","d11ba9c4ee",2,193548.0,0,"Project Manager",96774.0,0,2
"plan734","57a7bd3569",2,250604.0,0,"Administrative Officer",125302.0,0,2
"plan730","683f3a741f",0,0.0,0,"Accountant",77469.0,0,0
"plan729","cd4e856755",0,0.0,0,"Administrative Officer",110129.0,0,0
"plan728","b29ad8cf66",2,180362.0,0,"Designer",90181.0,0,2
"plan725","976287b117",2,206604.0,0,"Administrative Officer",103302.0,0,2
"plan724","13509a3ae9",2,123702.0,0,"Software Developer",61851.0,0,2
"plan722","016964e8e4",2,262560.0,0,"Secretary",131280.0,0,2
"plan719","ce2ee1624f",2,252136.0,0,"Researcher",126068.0,0,2
"plan717","6d4e28f97d",2,172130.0,0,"Head of Marketing and Sales",86065.0,0,2
"plan713","b0964bf6ba",2,110808.0,0,"Engineer",55404.0,0,2
"plan712","7bed88f28a",0,0.0,0,"Analyst",118892.0,0,0
"plan711","69261d6666",2,250580.0,0,"Accountant",125290.0,0,2
"plan706","7a1caeea09",2,292116.0,0,"Analyst",146058.0,0,2
"plan698","fc9e01a1b7",2,164748.0,0,"Secretary",82374.0,0,2
"plan697","1d43575ec8",0,0.0,0,"Head of Marketing and Sales",115626.0,0,0
"plan694","4c27d22ca6",2,187070.0,0,"HR Manager",93535.0,0,2
"plan692","cddf410789",2,143396.0,0,"Administrative Officer",71698.0,0,2
"plan688","a6d19ac668",2,146558.0,0,"Business Development Manager",73279.0,0,2
"plan685","4df931b6ef",2,169710.0,0,"Software Developer",84855.0,0,2
"plan684","7a9e20003c",2,173916.0,0,"Software Developer",86958.0,0,2
"plan683","3d27bfbe04",0,0.0,0,"Software Developer",65057.0,0,0
"plan682","a7d4e62506",0,0.0,0,"Head of Marketing and Sales",140201.0,0,0
"plan679","a52513f024",2,217874.0,0,"Head of Marketing and Sales",108937.0,0,2
"plan678","c975da6660",2,190896.0,0,"Project Manager",95448.0,0,2
"plan677","7e9645ac48",2,157810.0,0,"Accountant",78905.0,0,2
"plan676","0c800e61df",2,200774.0,0,"Engineer",100387.0,0,2
"plan675","d109d080b6",2,225198.0,0,"Researcher",112599.0,0,2
"plan671","8fbf2322d2",2,240802.0,0,"Project Manager",120401.0,0,2
"plan670","77da8e799a",0,0.0,0,"Business Development Manager",74562.0,0,0
"plan663","b321c7f644",2,191616.0,0,"Designer",95808.0,0,2
"plan656","a19fe12b6f",2,227494.0,0,"Accountant",113747.0,0,2
"plan654","c1e021eaff",2,159846.0,0,"Accountant",79923.0,0,2
"plan649","47e850bd2c",2,114812.0,0,"Secretary",57406.0,0,2
"plan646","a035777243",2,220178.0,0,"Researcher",110089.0,0,2
"plan644","a51a94a505",2,280352.0,0,"HR Manager",140176.0,0,2
"plan643","0171d4cbe9",2,280332.0,0,"Software Developer",140166.0,0,2
"plan642","9e070e396a",2,219086.0,0,"Head of Marketing and Sales",109543.0,0,2
"plan641","cb992ff58f",2,261110.0,0,"Business Development Manager",130555.0,0,2
"plan640","f5e4780722",2,219856.0,0,"Accountant",109928.0,0,2
"plan638","5573a23fee",2,160346.0,0,"Business Development Manager",80173.0,0,2
"plan634","8777776c15",2,249222.0,0,"Head of Marketing and Sales",124611.0,0,2
"plan632","52eb96ea8a",2,112580.0,0,"Business Development Manager",56290.0,0,2
"plan630","79ce05e9cb",2,269352.0,0,"Engineer",134676.0,0,2
"plan629","7357545714",2,296848.0,0,"Head of Marketing and Sales",148424.0,0,2
"plan626","5a286a0a84",2,255918.0,0,"Designer",127959.0,0,2
"plan625","03e9ebd8b8",2,189356.0,0,"Software Developer",94678.0,0,2
"plan624","9a20f3fd83",2,176342.0,0,"Software Developer",88171.0,0,2
"plan621","7956c81c79",2,230088.0,0,"Business Development Manager",115044.0,0,2
"plan619","bcfca2b749",2,290372.0,0,"Secretary",145186.0,0,2
"plan617","ea2c21236f",2,257706.0,0,"Software Developer",128853.0,0,2
"plan616","70811ca76a",2,230304.0,0,"Accountant",115152.0,0,2
"plan613","c186b27a6f",2,189982.0,0,"Secretary",94991.0,0,2
"plan609","17934fe211",2,104826.0,0,"Project Manager",52413.0,0,2
"plan608","88b732d697",2,165678.0,0,"Accountant",82839.0,0,2
"plan606","cb431fbad0",2,234540.0,0,"HR Manager",117270.0,0,2
"plan605","1ffaaf4327",2,242220.0,0,"Researcher",121110.0,0,2
"plan604","8e2316c9a6",2,132452.0,0,"Head of Marketing and Sales",66226.0,0,2
"plan601","2e0077d4d9",2,115112.0,0,"Designer",57556.0,0,2
"plan598","536e0b62ef",2,295966.0,0,"Designer",147983.0,0,2
"plan597","265be84838",2,255688.0,0,"Researcher",127844.0,0,2
"plan595","6653d5cba2",2,254172.0,0,"Software Developer",127086.0,0,2
"plan594","3a9fb6735c",2,127226.0,0,"Administrative Officer",63613.0,0,2
"plan587","42e40e498a",2,261568.0,0,"Engineer",130784.0,0,2
"plan585","9069137e93",2,107112.0,0,"Associate",53556.0,0,2
"plan581","e79502d005",2,255230.0,0,"Business Development Manager",127615.0,0,2
"plan580","da7a9570c4",2,154314.0,0,"Associate",77157.0,0,2
"plan579","1a9def1a34",2,200544.0,0,"Accountant",100272.0,0,2
"plan578","5751059d87",2,185132.0,0,"Head of Marketing and Sales",92566.0,0,2
"plan577","4aacf1f157",2,111644.0,0,"Software Developer",55822.0,0,2
"plan572","7ac02f05c9",2,129502.0,0,"Researcher",64751.0,0,2
"plan569","ecb4f03ffa",2,101556.0,0,"Accountant",50778.0,0,2
"plan567","af42cfd915",2,102116.0,0,"Accountant",51058.0,0,2
"plan565","4353549602",2,146630.0,0,"Engineer",73315.0,0,2
"plan562","c7b383730e",0,0.0,0,"Administrative Officer",90944.0,0,0
"plan561","f13d9e6fbb",0,0.0,0,"Researcher",76221.0,0,0
"plan560","6fc56b8475",2,136966.0,0,"Associate",68483.0,0,2
"plan559","0472fa1b76",2,262904.0,0,"Researcher",131452.0,0,2
"plan557","698ea937a0",2,204458.0,0,"Head of Marketing and Sales",102229.0,0,2
"plan555","7aee2271cd",2,132142.0,0,"Head of Marketing and Sales",66071.0,0,2
"plan553","1988966f80",2,190094.0,0,"Business Development Manager",95047.0,0,2
"plan552","e7a05be3cd",2,133038.0,0,"Secretary",66519.0,0,2
"plan551","85ddcd045c",2,125814.0,0,"HR Manager",62907.0,0,2
"plan548","7565219d7a",2,186172.0,0,"Project Manager",93086.0,0,2
"plan547","6565ec6718",2,210526.0,0,"Researcher",105263.0,0,2
"plan546","ad84c1aa3f",0,0.0,0,"Analyst",149178.0,0,0
"plan544","cabfaa2e99",2,295682.0,0,"HR Manager",147841.0,0,2
"plan542","ce5bc08c04",2,275012.0,0,"Engineer",137506.0,0,2
"plan540","d34439d4c9",0,0.0,0,"Engineer",57644.0,0,0
"plan539","1f1abb1898",2,155582.0,0,"Software Developer",77791.0,0,2
"plan537","23585fe8d8",0,0.0,0,"Head of Marketing and Sales",134700.0,0,0
"plan535","2760b2e7dc",2,188314.0,0,"HR Manager",94157.0,0,2
"plan532","d3e0076d79",2,237628.0,0,"Secretary",118814.0,0,2
"plan531","a4be0c60ea",0,0.0,0,"Researcher",94100.0,0,0
"plan530","5a5101f013",2,218618.0,0,"Designer",109309.0,0,2
"plan529","7004aeb3f4",2,298982.0,0,"Project Manager",149491.0,0,2
"plan528","629abed9c6",2,193150.0,0,"Accountant",96575.0,0,2
"plan527","833623fd4f",2,287942.0,0,"Engineer",143971.0,0,2
"plan526","fe7e324926",2,167530.0,0,"HR Manager",83765.0,0,2
"plan525","87b41608d9",2,127472.0,0,"Project Manager",63736.0,0,2
"plan524","7a03a41aeb",2,128910.0,0,"Software Developer",64455.0,0,2
"plan513","7761fa093f",2,233988.0,0,"Secretary",116994.0,0,2
"plan510","237a5400b3",2,293154.0,0,"Project Manager",146577.0,0,2
"plan508","982bb0ae1b",2,220790.0,0,"Secretary",110395.0,0,2
"plan505","e4d16f5240",2,136964.0,0,"Secretary",68482.0,0,2
"plan502","bc7adfb1be",0,0.0,0,"Head of Marketing and Sales",142454.0,0,0
"plan500","083e13dea7",2,219512.0,0,"Analyst",109756.0,0,2
"plan499","42b97b6586",2,224262.0,0,"Researcher",112131.0,0,2
"plan498","6739f43751",2,226024.0,0,"Business Development Manager",113012.0,0,2
"plan495","d449cb1933",2,260808.0,0,"Associate",130404.0,0,2
"plan493","7bf7434a7b",2,166032.0,0,"Analyst",83016.0,0,2
"plan491","2e5529652c",0,0.0,0,"Administrative Officer",92513.0,0,0
"plan490","9fb64d9ab1",2,189902.0,0,"Accountant",94951.0,0,2
"plan487","17ab23fb43",2,108234.0,0,"Designer",54117.0,0,2
"plan484","b5a87441bf",0,0.0,0,"Designer",108202.0,0,0
"plan478","7a296818e4",0,0.0,0,"Accountant",148434.0,0,0
"plan476","c985623630",0,0.0,0,"Analyst",119007.0,0,0
"plan475","e436bf4a91",2,129972.0,0,"Head of Marketing and Sales",64986.0,0,2
"plan474","f444fc1a06",2,215278.0,0,"Accountant",107639.0,0,2
"plan473","74171a2c94",0,0.0,0,"HR Manager",91797.0,0,0
"plan472","cd0cd54afe",0,0.0,0,"Administrative Officer",60985.0,0,0
"plan471","932acf0f43",2,159104.0,0,"Software Developer",79552.0,0,2
"plan469","15084981f6",2,209382.0,0,"Engineer",104691.0,0,2
"plan466","0de996d0a4",2,179828.0,0,"Engineer",89914.0,0,2
"plan425","d4b434a14f",2,182506.0,0,"Designer",91253.0,0,2
"plan424","3d424e7bc9",2,177694.0,0,"Administrative Officer",88847.0,0,2
"plan423","1c94f6b609",0,0.0,0,"Software Developer",135842.0,0,0
"plan421","b40fc0c36e",2,297222.0,0,"HR Manager",148611.0,0,2
"plan420","d3bb9c9b1b",2,159938.0,0,"Engineer",79969.0,0,2
"plan417","c43fba34b8",0,0.0,0,"HR Manager",59399.0,0,0
"plan411","dedf5c9a5c",2,125002.0,0,"Business Development Manager",62501.0,0,2
"plan400","f75e3e23f8",2,107678.0,0,"Associate",53839.0,0,2
"plan463","b27e9ad431",2,132970.0,0,"Administrative Officer",66485.0,0,2
"plan462","7feaa3886b",2,203734.0,0,"Researcher",101867.0,0,2
"plan458","bae289b915",2,284402.0,0,"Designer",142201.0,0,2
"plan452","ef4d8ac96a",2,204566.0,0,"Project Manager",102283.0,0,2
"plan451","0b38d15fe4",2,268328.0,0,"Associate",134164.0,0,2
"plan449","5e02605824",2,256094.0,0,"Researcher",128047.0,0,2
"plan448","e1f058a3f3",0,0.0,0,"Project Manager",104092.0,0,0
"plan447","28c18233af",2,155894.0,0,"Secretary",77947.0,0,2
"plan446","72b7c34c70",2,199098.0,0,"Business Development Manager",99549.0,0,2
"plan442","8588e1abf3",0,0.0,0,"Analyst",70954.0,0,0
"plan441","de3cb137cf",2,197368.0,0,"Researcher",98684.0,0,2
"plan439","0cb8db02c7",2,224260.0,0,"Secretary",112130.0,0,2
"plan438","795eb74299",2,227294.0,0,"Accountant",113647.0,0,2
"plan436","2c999cc38b",2,183068.0,0,"Researcher",91534.0,0,2
"plan435","6afde37ec8",2,128598.0,0,"Engineer",64299.0,0,2
"plan433","73b38976d5",2,251196.0,0,"Analyst",125598.0,0,2
"plan430","9dcb3385f3",2,264692.0,0,"Researcher",132346.0,0,2
"plan428","a8ce2491ce",2,194162.0,0,"Business Development Manager",97081.0,0,2
"plan427","effe3663a0",2,216328.0,0,"Head of Marketing and Sales",108164.0,0,2
"plan422","cb68efa388",2,258724.0,0,"Accountant",129362.0,0,2
"plan419","c5baffa945",0,0.0,0,"Software Developer",130391.0,0,0
"plan418","504a3ee632",2,214490.0,0,"Administrative Officer",107245.0,0,2
"plan415","3d768ce35c",2,247186.0,0,"HR Manager",123593.0,0,2
"plan414","302856c015",2,254794.0,0,"Accountant",127397.0,0,2
"plan413","2766415f84",2,178652.0,0,"Software Developer",89326.0,0,2
"plan412","a7038c7299",0,0.0,0,"HR Manager",103122.0,0,0
"plan410","7f6364b0a3",2,135006.0,0,"HR Manager",67503.0,0,2
"plan409","33c5e597e4",2,155430.0,0,"Software Developer",77715.0,0,2
"plan407","8bb8a69e52",2,255988.0,0,"Head of Marketing and Sales",127994.0,0,2
"plan406","15ea3efc78",2,227230.0,0,"Head of Marketing and Sales",113615.0,0,2
"plan405","6c122b8198",2,252796.0,0,"Designer",126398.0,0,2
"plan404","17741b6194",2,102484.0,0,"Accountant",51242.0,0,2
"plan402","f89a9cfe84",2,170166.0,0,"Software Developer",85083.0,0,2
"plan401","386863f856",2,125552.0,0,"Analyst",62776.0,0,2
"plan399","13013d0d4d",2,219776.0,0,"Designer",109888.0,0,2
"plan398","839bdb046f",2,284854.0,0,"Engineer",142427.0,0,2
"plan397","f988de1c6d",2,246708.0,0,"Analyst",123354.0,0,2
"plan396","4d189070cb",2,127928.0,0,"Analyst",63964.0,0,2
"plan395","19ea46e915",0,0.0,0,"Analyst",123601.0,0,0
"plan394","e2d5cc3f6d",0,0.0,0,"Secretary",141014.0,0,0
"plan393","5d938c719d",2,170004.0,0,"Analyst",85002.0,0,2
"plan391","c7f099e98e",2,273544.0,0,"Head of Marketing and Sales",136772.0,0,2
"plan390","d99bde4a7e",2,122968.0,0,"Software Developer",61484.0,0,2
"plan387","7601d7d565",2,157998.0,0,"Project Manager",78999.0,0,2
"plan386","6bb6bccb56",2,211918.0,0,"Project Manager",105959.0,0,2
"plan385","74434ea4c5",0,0.0,0,"Business Development Manager",144315.0,0,0
"plan383","c05e33f3da",2,137946.0,0,"Engineer",68973.0,0,2
"plan381","0971e55396",2,140194.0,0,"Engineer",70097.0,0,2
"plan380","32a2190329",2,137626.0,0,"Project Manager",68813.0,0,2
"plan379","5e8f4d4826",2,199010.0,0,"Administrative Officer",99505.0,0,2
"plan376","c37d4482f5",2,260052.0,0,"Researcher",130026.0,0,2
"plan373","0eb55f05ba",2,242764.0,0,"Designer",121382.0,0,2
"plan372","35e7d8a381",0,0.0,0,"Administrative Officer",68446.0,0,0
"plan371","20508dda91",2,220238.0,0,"Head of Marketing and Sales",110119.0,0,2
"plan368","6e3133dfd8",2,239760.0,0,"Project Manager",119880.0,0,2
"plan367","430f8a4995",2,289448.0,0,"HR Manager",144724.0,0,2
"plan366","8fdba05d9e",2,182130.0,0,"Software Developer",91065.0,0,2
"plan365","d1c377ce2b",2,202534.0,0,"Project Manager",101267.0,0,2
"plan363","61edbd0143",2,285702.0,0,"Head of Marketing and Sales",142851.0,0,2
"plan362","5c0443c1a9",2,188674.0,0,"Associate",94337.0,0,2
"plan361","207541ae75",2,120790.0,0,"Accountant",60395.0,0,2
"plan360","fbd23c2188",2,246710.0,0,"HR Manager",123355.0,0,2
"plan359","adceb097b3",0,0.0,0,"Accountant",130031.0,0,0
"plan358","b8b84cda49",2,142692.0,0,"HR Manager",71346.0,0,2
"plan356","033e036b99",0,0.0,0,"Software Developer",53572.0,0,0
"plan355","cb6aa06dd3",2,101716.0,0,"Engineer",50858.0,0,2
"plan353","7849607aba",2,181150.0,0,"Researcher",90575.0,0,2
"plan350","2b12d5fca0",2,189344.0,0,"Secretary",94672.0,0,2
"plan349","2f3e950275",2,267778.0,0,"Administrative Officer",133889.0,0,2
"plan346","3b3529aa48",2,217872.0,0,"HR Manager",108936.0,0,2
"plan345","3a966b1c0c",2,270290.0,0,"Researcher",135145.0,0,2
"plan344","6560f188fd",2,147610.0,0,"Software Developer",73805.0,0,2
"plan342","f05789e30e",2,251312.0,0,"Business Development Manager",125656.0,0,2
"plan340","d8bb6f80b6",2,142660.0,0,"HR Manager",71330.0,0,2
"plan339","ad760a0546",2,294668.0,0,"Secretary",147334.0,0,2
"plan338","b7724b6718",2,184060.0,0,"Engineer",92030.0,0,2
"plan337","e526139175",0,0.0,0,"Accountant",69154.0,0,0
"plan336","46cff455f6",2,249176.0,0,"Designer",124588.0,0,2
"plan335","cffc2e52d1",0,0.0,0,"Head of Marketing and Sales",75533.0,0,0
"plan334","59f927d6b7",2,250696.0,0,"Engineer",125348.0,0,2
"plan333","b6df7ac9f1",2,145284.0,0,"HR Manager",72642.0,0,2
"plan332","01c8954227",0,0.0,0,"Designer",92401.0,0,0
"plan331","5806fe56b4",2,153322.0,0,"Head of Marketing and Sales",76661.0,0,2
"plan330","b0140ee3e8",0,0.0,0,"Business Development Manager",56993.0,0,0
"plan329","12e8c9d7a5",2,148788.0,0,"Researcher",74394.0,0,2
"plan328","b7d509facc",2,268034.0,0,"Software Developer",134017.0,0,2
"plan327","255b37d21d",2,263488.0,0,"Associate",131744.0,0,2
"plan324","3aa9eb683b",0,0.0,0,"Head of Marketing and Sales",65656.0,0,0
"plan323","0f47d1c7b0",0,0.0,0,"Administrative Officer",133742.0,0,0
"plan322","4b3a7de372",2,115012.0,0,"Project Manager",57506.0,0,2
"plan320","0b203476f4",2,216322.0,0,"Business Development Manager",108161.0,0,2
"plan319","a640e3b4b2",2,261200.0,0,"Engineer",130600.0,0,2
"plan318","5cebcd1bfc",2,157334.0,0,"Engineer",78667.0,0,2
"plan317","627c8c8cc2",2,170482.0,0,"Associate",85241.0,0,2
"plan315","f8b6adafb6",2,239860.0,0,"Administrative Officer",119930.0,0,2
"plan314","40e33399a1",2,148404.0,0,"Analyst",74202.0,0,2
"plan312","921bf3a2b0",2,295004.0,0,"Associate",147502.0,0,2
"plan310","9d645da1b6",2,247268.0,0,"Project Manager",123634.0,0,2
"plan308","84040b78ff",0,0.0,0,"Administrative Officer",73950.0,0,0
"plan307","d8e29f7199",2,212162.0,0,"Engineer",106081.0,0,2
"plan306","ac9a6d2463",2,229356.0,0,"Administrative Officer",114678.0,0,2
"plan302","f667c0ccc9",2,119056.0,0,"Project Manager",59528.0,0,2
"plan301","61a97645bd",2,162918.0,0,"Business Development Manager",81459.0,0,2
"plan300","c7fdc17991",2,175650.0,0,"Associate",87825.0,0,2
"plan299","1add266545",2,291426.0,0,"Associate",145713.0,0,2
"plan298","79075751d9",2,128548.0,0,"Secretary",64274.0,0,2
"plan297","67e4b84640",2,101124.0,0,"Head of Marketing and Sales",50562.0,0,2
"plan295","90f8482bf3",2,158950.0,0,"HR Manager",79475.0,0,2
"plan293","0f05148b14",2,145236.0,0,"Business Development Manager",72618.0,0,2
"plan292","af2ee617e7",2,161812.0,0,"Associate",80906.0,0,2
"plan291","0e3d2c86ad",2,128806.0,0,"Head of Marketing and Sales",64403.0,0,2
"plan289","699f12e891",2,232818.0,0,"Software Developer",116409.0,0,2
"plan288","369219569c",0,0.0,0,"Administrative Officer",147188.0,0,0
"plan287","36735a826e",2,267910.0,0,"Administrative Officer",133955.0,0,2
"plan286","65c28fdad4",2,150088.0,0,"Secretary",75044.0,0,2
"plan285","00425d6f73",2,269128.0,0,"Associate",134564.0,0,2
"plan284","3aaedbcea0",2,156624.0,0,"HR Manager",78312.0,0,2
"plan283","c2a6eef01a",2,263866.0,0,"Associate",131933.0,0,2
"plan282","1b96335c93",2,174816.0,0,"Head of Marketing and Sales",87408.0,0,2
"plan280","8613976f9e",2,211626.0,0,"Analyst",105813.0,0,2
"plan279","a3c8ca5f86",2,230094.0,0,"Business Development Manager",115047.0,0,2
"plan278","49c215b0bf",2,200626.0,0,"Engineer",100313.0,0,2
"plan277","364d53fe37",2,295126.0,0,"Designer",147563.0,0,2
"plan275","95a2c4565f",2,223876.0,0,"Associate",111938.0,0,2
"plan274","4d42e99156",2,154606.0,0,"Administrative Officer",77303.0,0,2
"plan272","785dc3b52b",2,167320.0,0,"Administrative Officer",83660.0,0,2
"plan270","3e89603a88",0,0.0,0,"Analyst",103916.0,0,0
"plan269","6963e611ae",0,0.0,0,"HR Manager",98324.0,0,0
"plan268","d97076bc1b",2,183102.0,0,"Secretary",91551.0,0,2
"plan267","f38588e200",2,224332.0,0,"Analyst",112166.0,0,2
"plan265","c690e30f42",2,258914.0,0,"Project Manager",129457.0,0,2
"plan264","b0fae54a1a",2,174572.0,0,"Engineer",87286.0,0,2
"plan262","b3fe8d9ea0",2,107678.0,0,"Software Developer",53839.0,0,2
"plan261","a7c52dc46b",2,197600.0,0,"Software Developer",98800.0,0,2
"plan260","7c337a7976",2,140202.0,0,"Software Developer",70101.0,0,2
"plan259","026b5204c8",2,114410.0,0,"Head of Marketing and Sales",57205.0,0,2
"plan258","ba67e8ef7b",2,211822.0,0,"Associate",105911.0,0,2
"plan257","b1d5596cd9",2,210710.0,0,"Associate",105355.0,0,2
"plan256","a7d51c62a8",2,230588.0,0,"Engineer",115294.0,0,2
"plan255","c0e4314df1",2,119018.0,0,"Researcher",59509.0,0,2
"plan254","5cc9878c50",2,254168.0,0,"Project Manager",127084.0,0,2
"plan253","120c81884d",2,146204.0,0,"Accountant",73102.0,0,2
"plan252","ca037b63c0",2,285468.0,0,"Administrative Officer",142734.0,0,2
"plan251","5feedeed79",2,151748.0,0,"Software Developer",75874.0,0,2
"plan250","97831b2ffe",2,127554.0,0,"Associate",63777.0,0,2
"plan249","db676093e8",2,297522.0,0,"Software Developer",148761.0,0,2
"plan248","02069bdeda",2,221816.0,0,"Researcher",110908.0,0,2
"plan247","479b08b42a",2,174492.0,0,"Administrative Officer",87246.0,0,2
"plan246","d3371f86ce",2,103372.0,0,"Designer",51686.0,0,2
"plan245","cd64eb0cd3",2,201502.0,0,"Engineer",100751.0,0,2
"plan244","b067287507",2,215008.0,0,"Business Development Manager",107504.0,0,2
"plan243","0112c1ad45",2,298340.0,0,"Secretary",149170.0,0,2
"plan242","5a06f7fad1",2,271718.0,0,"Engineer",135859.0,0,2
"plan241","83461d3778",2,109936.0,0,"Business Development Manager",54968.0,0,2
"plan240","410c5075c4",2,137152.0,0,"Business Development Manager",68576.0,0,2
"plan238","86912b054a",2,282108.0,0,"Administrative Officer",141054.0,0,2
"plan237","2d715c00c2",2,273974.0,0,"Project Manager",136987.0,0,2
"plan236","13262bb872",2,156284.0,0,"Analyst",78142.0,0,2
"plan235","8255383b75",0,0.0,0,"Accountant",135531.0,0,0
"plan234","b2bfaa07e4",2,192912.0,0,"HR Manager",96456.0,0,2
"plan233","ea55071533",2,166228.0,0,"Analyst",83114.0,0,2
"plan232","52ffd17c2a",2,268922.0,0,"Associate",134461.0,0,2
"plan231","42994790a8",2,268234.0,0,"Accountant",134117.0,0,2
"plan229","6c1b17fe16",2,156378.0,0,"Accountant",78189.0,0,2
"plan228","81adb07f22",0,0.0,0,"Associate",122165.0,0,0
"plan227","f0de0c0ebd",2,231824.0,0,"Business Development Manager",115912.0,0,2
"plan226","92d2f0a668",2,190288.0,0,"Accountant",95144.0,0,2
"plan225","6a882d65f1",2,200270.0,0,"Designer",100135.0,0,2
"plan224","833dd6976a",2,232072.0,0,"HR Manager",116036.0,0,2
"plan223","5edea5a15a",2,251780.0,0,"Researcher",125890.0,0,2
"plan222","dbc2e3987c",2,257956.0,0,"HR Manager",128978.0,0,2
"plan221","974e2829ca",0,0.0,0,"HR Manager",136093.0,0,0
"plan220","45c040f563",2,247742.0,0,"Software Developer",123871.0,0,2
"plan219","49ccc48004",0,0.0,0,"Designer",52006.0,0,0
"plan218","39f9947179",2,103028.0,0,"Designer",51514.0,0,2
"plan217","fae9d36164",2,113414.0,0,"Designer",56707.0,0,2
"plan216","96d568defc",2,278998.0,0,"Business Development Manager",139499.0,0,2
"plan215","a2937a7ac9",2,224368.0,0,"Head of Marketing and Sales",112184.0,0,2
"plan214","f2df79a17a",2,209232.0,0,"HR Manager",104616.0,0,2
"plan213","a3774f746d",2,107682.0,0,"Business Development Manager",53841.0,0,2
"plan212","c23a2ab858",2,135104.0,0,"Engineer",67552.0,0,2
"plan211","2dfeffa62d",2,188936.0,0,"Analyst",94468.0,0,2
"plan210","1cf9eef4fe",2,181886.0,0,"Business Development Manager",90943.0,0,2
"plan209","0b0f8e7b9b",2,106704.0,0,"Researcher",53352.0,0,2
"plan208","c265e1482b",2,177694.0,0,"Software Developer",88847.0,0,2
"plan207","ae62911337",2,194594.0,0,"Head of Marketing and Sales",97297.0,0,2
"plan206","12e56204a5",2,102856.0,0,"Analyst",51428.0,0,2
"plan205","31f905fd5b",0,0.0,0,"Researcher",78307.0,0,0
"ch_12","64c5ac3cff",5,5655.0,0,"Administrative Officer",1131.0,0,5
"plan204","4c101f87c0",2,263556.0,0,"Secretary",131778.0,0,2
"plan202","485884ca91",2,291800.0,0,"Associate",145900.0,0,2
"plan201","17151d70b6",0,0.0,0,"Project Manager",94598.0,0,0
