"ID","Department","Company","From Date","Total Estimated Budget","To Date","ID (Staffing Plan Detail)"
"plan1053","Customer Service - 113","13company","2032-09-24",0.0,"2032-11-27","dfee3d3b94"
"plan1052","Customer Service - 112","12company","2033-04-20",0.0,"2033-07-27","3f96611c28"
"plan1050","Legal - 8","8company","2033-11-19",0.0,"2033-11-25","80d246a561"
"plan1049","Management - 9","9company","2031-06-29",251534.0,"2032-07-29","6deaddf4d3"
"plan1048","Operations - 110","10company","2033-03-05",269390.0,"2033-05-24","e0f56a1079"
"plan1047","","11company","2033-09-05",216910.0,"2033-09-15","79cc8efbde"
"plan1045","Human Resources - 2","2company","2031-02-08",0.0,"2032-08-19","1d65595083"
"plan1044","Management - 117","17company","2032-07-14",227952.0,"2032-08-28","9b05b1bb30"
"plan1043","Dispatch - 117","17company","2033-02-04",215014.0,"2033-04-08","82f8852472"
"plan1042","Sales - 113","13company","2032-07-25",214672.0,"2032-08-29","6f294dd5b0"
"plan1041","Dispatch - 116","16company","2033-09-29",133444.0,"2033-11-29","b7ca28877d"
"plan1039","","11company","2032-06-21",264852.0,"2032-08-26","9ff32ad973"
"plan1038","Marketing - 2","2company","2032-08-10",0.0,"2032-10-14","4e30db7a46"
"plan1037","Production - 7","7company","2033-04-27",103960.0,"2033-08-27","4ba0d5007e"
"plan1036","Purchase - 110","10company","2032-11-07",181078.0,"2032-11-26","99b21fef39"
"plan1035","Sales - 118","18company","2032-05-12",204014.0,"2032-09-15","dee6af0a93"
"plan1034","Human Resources - 116","16company","2032-03-11",0.0,"2032-06-18","f35edb43c5"
"plan1032","Purchase - 1","1company","2031-08-04",205962.0,"2032-10-16","4161356901"
"plan1031","Sales - 1","1company","2033-04-17",136826.0,"2033-10-19","12aabfdf7d"
"plan1030","Quality Management - 117","17company","2031-10-13",180486.0,"2031-10-16","b33806af38"
"plan1029","Management - 114","14company","2031-01-03",180348.0,"2032-10-13","c1086e4217"
"plan1028","Operations - 8","8company","2031-11-21",134472.0,"2032-11-29","588c6a9f7c"
"plan1027","Sales - 114","14company","2032-04-20",0.0,"2032-08-25","9f4906e875"
"plan1026","Production - 9","9company","2031-09-11",231992.0,"2031-11-19","5cc0ea346f"
"plan1025","Production - 113","13company","2032-03-10",0.0,"2032-07-15","279fac45e4"
"plan1024","Production - 115","15company","2032-11-29",130560.0,"2032-11-29","4985f6d204"
"plan1023","Production - 116","16company","2031-11-26",287428.0,"2032-11-28","dd0d327321"
"plan1022","Sales - 4","4company","2031-01-28",207714.0,"2031-08-29","6275184779"
"plan1021","Marketing - 112","12company","2032-03-01",168176.0,"2032-03-02","bfa5c76687"
"plan1020","Operations - 9","9company","2032-08-13",264506.0,"2032-11-22","d578294ec5"
"plan1019","Legal - 114","14company","2031-10-14",115184.0,"2032-10-20","962c508367"
"plan1018","Quality Management - 118","18company","2032-04-16",0.0,"2032-04-22","3c2f51f8a5"
"plan1017","Sales - 112","12company","2031-01-29",241278.0,"2031-04-29","2850e6ca92"
"plan1016","Sales - 6","6company","2031-11-22",0.0,"2031-11-27","637dc6d6b8"
"plan1015","Purchase - 117","17company","2031-05-09",218128.0,"2031-06-16","4053f374e6"
"plan1014","Customer Service - 113","13company","2032-03-18",265204.0,"2032-11-25","acf9e5551c"
"plan1013","Quality Management - 115","15company","2031-02-27",232802.0,"2032-05-27","424d95e687"
"plan1012","Purchase - 5","5company","2032-03-17",191318.0,"2032-07-18","9c7b41b6c5"
"plan1011","Human Resources - 5","5company","2033-07-14",0.0,"2033-08-24","6d38b3ebfe"
"plan1010","Marketing - 116","16company","2033-10-20",106656.0,"2033-10-25","37d43e4fbf"
"plan1009","Sales - 8","8company","2032-05-19",294194.0,"2032-10-19","77eb8279a9"
"plan1008","Production - 1","1company","2033-09-20",288530.0,"2033-11-28","fc2e6502c3"
"plan1007","Purchase - 6","6company","2033-03-07",251244.0,"2033-06-13","e333db674f"
"plan1006","Marketing - 7","7company","2031-08-22",161516.0,"2032-11-22","7a567c974b"
"plan1005","Purchase - 118","18company","2033-11-01",102244.0,"2033-11-29","a54dad99d0"
"plan1004","Production - 118","18company","2031-01-15",100862.0,"2032-07-22","9cac92c005"
"plan1003","Quality Management - 114","14company","2033-07-11",107518.0,"2033-07-13","4dd2439eff"
"plan1000","Sales - 113","13company","2033-11-13",117290.0,"2033-11-15","b964357071"
"plan1002","Quality Management - 6","6company","2022-01-28",155110.0,"2026-11-28","0ed80c34db"
"plan1001","Human Resources - 116","16company","2023-04-14",223716.0,"2031-05-16","06bdeaa6ba"
"plan5","Research & Development - 4","4company","2021-07-11",184258.0,"2022-08-24","791e458490"
"plan4","Research & Development - 1","1company","2021-11-14",0.0,"2026-11-21","87bb7a03f1"
"plan3","Management - 4","4company","2021-11-17",234472.0,"2022-11-17","8a25f59fa0"
"plan2","Legal - 2","2company","2023-01-26",287454.0,"2029-01-28","9e1185cc64"
"plan1","Sales - 113","13company","2022-01-21",286464.0,"2024-04-23","f8def660a5"
"plan999","","11company","2026-11-29",0.0,"2028-11-29","22b317e906"
"plan997","Production - 6","6company","2026-03-12",275730.0,"2026-07-21","85ac16a2d7"
"plan996","Production - 8","8company","2031-07-20",261638.0,"2031-09-28","3796be2192"
"plan992","Dispatch - 112","12company","2028-04-03",196014.0,"2028-09-07","f201e5b676"
"plan991","Management - 2","2company","2027-08-16",152408.0,"2027-08-22","02579643ef"
"plan990","Customer Service - 3","3company","2022-03-26",171882.0,"2030-03-29","e1b2a5c1c8"
"plan989","Research & Development - 112","12company","2029-11-28",109962.0,"2030-11-29","7b712e99f1"
"plan988","Research & Development - 6","6company","2029-09-05",274532.0,"2030-10-22","4e2518957b"
"plan986","Purchase - 114","14company","2023-07-18",294830.0,"2023-08-18","93df9b9242"
"plan985","","11company","2022-05-06",215872.0,"2029-05-20","e4096f91c6"
"plan984","Sales - 114","14company","2025-04-26",118700.0,"2027-05-29","97ec9370dd"
"plan983","Purchase - 4","4company","2030-11-03",243576.0,"2030-11-16","c6e31028e6"
"plan982","Quality Management - 3","3company","2026-06-23",112714.0,"2028-10-24","f1c0e56b97"
"plan981","Research & Development - 118","18company","2022-09-19",0.0,"2028-09-26","e1cd70b3d6"
"plan980","Purchase - 116","16company","2023-09-09",204442.0,"2024-11-09","5014939106"
"plan978","Operations - 116","16company","2028-06-16",284126.0,"2028-10-28","8114e3e325"
"plan977","Operations - 9","9company","2025-09-26",106106.0,"2028-09-29","a75a4935bb"
"plan976","Dispatch - 3","3company","2025-10-18",214692.0,"2027-11-27","c65b9109b1"
"plan975","Dispatch - 5","5company","2021-10-17",193622.0,"2028-10-23","602589d533"
"plan974","Purchase - 2","2company","2028-07-29",234708.0,"2030-11-29","df353231cf"
"plan972","Customer Service - 114","14company","2028-08-02",214102.0,"2030-10-05","9e02854766"
"plan971","Purchase - 116","16company","2022-04-11",126842.0,"2022-11-15","254cc6b777"
"plan970","Research & Development - 2","2company","2023-02-05",293092.0,"2026-03-20","8be24dc90d"
"plan969","Research & Development - 113","13company","2027-05-08",104460.0,"2030-09-22","dd7473aef4"
"plan968","Management - 8","8company","2024-02-04",231862.0,"2027-09-18","cf2e55f578"
"plan967","Operations - 1","1company","2023-04-02",142696.0,"2023-04-18","9f5d673944"
"plan966","Dispatch - 110","10company","2021-11-03",141394.0,"2030-11-07","7f544e6b2b"
"plan965","Marketing - 6","6company","2025-04-20",0.0,"2028-06-23","0f5e760e23"
"plan964","Marketing - 6","6company","2030-04-10",172698.0,"2030-11-27","079afc5354"
"plan963","Sales - 9","9company","2031-08-23",125812.0,"2031-10-27","c4cfdedc27"
"plan961","Marketing - 112","12company","2031-11-13",292942.0,"2031-11-25","702ed5895a"
"plan960","Research & Development - 110","10company","2025-09-23",244120.0,"2026-09-23","a1bb782b4a"
"plan959","Quality Management - 9","9company","2026-05-24",214242.0,"2026-09-24","76615392a8"
"plan958","Production - 6","6company","2024-07-13",217494.0,"2028-11-22","1b7ad24356"
"plan956","Dispatch - 1","1company","2024-09-02",235414.0,"2029-09-07","c10cada1d0"
"plan955","Production - 7","7company","2030-01-28",282108.0,"2030-05-28","ed818a70de"
"plan954","","11company","2030-05-14",108484.0,"2030-09-19","61a7dfaa3c"
"plan953","Marketing - 6","6company","2027-10-20",220984.0,"2029-11-21","b38f50974e"
"plan952","Management - 4","4company","2022-10-04",208078.0,"2025-10-06","848f7531e5"
"plan951","Research & Development - 117","17company","2027-05-12",0.0,"2030-06-12","4decbd66e4"
"plan948","Customer Service - 115","15company","2027-06-19",149318.0,"2028-06-28","552a065f86"
"plan947","Dispatch - 2","2company","2021-06-05",276462.0,"2029-09-28","c02afcfdd8"
"plan946","Customer Service - 8","8company","2024-04-25",213444.0,"2027-05-29","13109e1276"
"plan945","Human Resources - 4","4company","2021-10-26",273492.0,"2027-10-26","6e1ee84730"
"plan943","","11company","2023-08-18",206054.0,"2023-10-21","e670b7990f"
"plan942","Customer Service - 7","7company","2025-02-16",246414.0,"2026-10-17","08792eef48"
"plan941","Marketing - 110","10company","2031-03-29",286914.0,"2031-09-29","7e71736cc8"
"plan940","Research & Development - 4","4company","2029-04-23",123862.0,"2030-11-29","3a24ab5592"
"plan937","Management - 1","1company","2027-08-25",131406.0,"2028-10-25","c5899a90f5"
"plan934","Legal - 116","16company","2023-02-13",281506.0,"2024-05-25","7f089a22d1"
"plan933","Purchase - 118","18company","2021-01-20",0.0,"2026-01-23","3ae81569e6"
"plan932","","11company","2028-07-28",138698.0,"2028-11-28","6610c835ee"
"plan931","Customer Service - 6","6company","2031-11-09",216180.0,"2031-11-29","d8f979bc64"
"plan930","Operations - 112","12company","2027-04-02",206230.0,"2027-11-03","71408d143a"
"plan929","Sales - 114","14company","2021-07-21",0.0,"2027-07-28","6abbf586a1"
"plan928","","11company","2031-07-12",0.0,"2031-08-13","aca125aff7"
"plan927","Operations - 3","3company","2024-02-01",266364.0,"2027-09-29","c03e57be0c"
"plan925","Management - 9","9company","2031-03-15",160806.0,"2031-06-21","ef4c6abe38"
"plan924","Quality Management - 4","4company","2029-03-05",282500.0,"2029-05-14","8c71ba7dcf"
"plan923","Customer Service - 117","17company","2021-11-10",108496.0,"2028-11-18","d6906ef4bc"
"plan922","Management - 110","10company","2031-04-10",299396.0,"2031-10-27","ac67e54a13"
"plan921","Dispatch - 114","14company","2028-09-24",173476.0,"2030-11-28","563011349d"
"plan920","Marketing - 6","6company","2031-09-09",0.0,"2031-11-19","dc167a3a88"
"plan918","","11company","2022-04-17",227702.0,"2026-07-21","2e25d1c838"
"plan916","Purchase - 117","17company","2022-07-28",0.0,"2024-11-28","6b82c44e48"
"plan915","Production - 117","17company","2028-09-26",155254.0,"2028-10-27","e2dc6b6a1b"
"plan914","Marketing - 117","17company","2031-07-27",150102.0,"2031-09-28","3ba2ec507a"
"plan913","Legal - 4","4company","2027-11-06",0.0,"2027-11-26","bef9437980"
"plan912","Customer Service - 1","1company","2025-06-29",0.0,"2030-08-29","5ea3d41c86"
"plan911","Legal - 2","2company","2029-08-04",159930.0,"2030-11-07","2582eafd1f"
"plan909","Research & Development - 114","14company","2025-01-10",0.0,"2025-06-25","e2e239358f"
"plan908","Human Resources - 9","9company","2030-05-08",0.0,"2030-06-08","adbd7d58a5"
"plan907","Sales - 112","12company","2028-05-20",275024.0,"2028-11-21","fca8a32db1"
"plan906","Operations - 116","16company","2026-03-06",144792.0,"2029-03-27","69e7e3eaf0"
"plan904","Dispatch - 117","17company","2027-05-12",278604.0,"2030-11-25","e8f0217c3d"
"plan903","Quality Management - 5","5company","2023-06-07",187694.0,"2026-09-22","748bb5d80a"
"plan901","Sales - 114","14company","2026-04-01",207990.0,"2026-11-15","f135830a8a"
"plan900","Research & Development - 110","10company","2023-04-17",234770.0,"2023-11-26","3c4a924c13"
"plan899","","11company","2024-09-26",175276.0,"2025-11-28","c07a4c45ad"
"plan898","Production - 115","15company","2030-06-27",299384.0,"2030-09-29","e99c0e5510"
"plan897","Human Resources - 1","1company","2025-02-28",163734.0,"2027-11-28","7090134a93"
"plan896","Purchase - 4","4company","2029-01-29",146990.0,"2029-04-29","ca86fed00a"
"plan895","","11company","2024-03-28",245420.0,"2024-04-28","46a2ddd2f2"
"plan894","Operations - 114","14company","2025-08-05",251036.0,"2027-09-23","eb6ad02d79"
"plan892","Purchase - 117","17company","2030-03-19",152654.0,"2030-03-26","9e7c11e6ce"
"plan891","Production - 110","10company","2022-05-20",0.0,"2029-05-23","abb2447a2c"
"plan890","Purchase - 4","4company","2024-05-07",101720.0,"2026-11-11","51d20c85b9"
"plan889","Production - 116","16company","2027-01-01",288336.0,"2029-07-18","6c9c8b75e9"
"plan888","Management - 113","13company","2023-04-19",0.0,"2028-05-25","ec9e9d144e"
"plan887","Management - 2","2company","2022-01-23",247028.0,"2028-01-26","c662f7ad6d"
"plan886","Purchase - 9","9company","2031-10-01",0.0,"2031-10-16","d5edeee3cd"
"plan885","Management - 3","3company","2028-10-01",194760.0,"2028-10-07","416675e17c"
"plan884","Research & Development - 3","3company","2023-08-09",160178.0,"2027-11-25","5889407870"
"plan883","Dispatch - 5","5company","2022-10-01",211422.0,"2024-11-14","f276778053"
"plan881","Operations - 117","17company","2031-02-13",142038.0,"2031-07-21","5c59ebe8f3"
"plan879","Legal - 9","9company","2031-06-20",163416.0,"2031-07-22","4d1d024258"
"plan878","Quality Management - 8","8company","2024-02-12",185004.0,"2024-04-17","afb77413bc"
"plan877","Customer Service - 5","5company","2025-07-04",231352.0,"2026-09-08","566050ee73"
"plan876","Dispatch - 5","5company","2028-07-09",204990.0,"2028-11-10","dcd971092d"
"plan875","Operations - 8","8company","2024-08-24",164024.0,"2028-08-28","f8dba3a59f"
"plan874","Quality Management - 113","13company","2025-04-13",0.0,"2030-06-24","fa8a2d09d5"
"plan873","Research & Development - 113","13company","2022-04-25",268284.0,"2028-04-28","f5266c6015"
"plan872","Quality Management - 4","4company","2026-04-08",164018.0,"2027-09-18","7b8e853db1"
"plan871","Quality Management - 2","2company","2022-02-08",244706.0,"2022-08-25","1e57583e68"
"plan870","Management - 7","7company","2024-06-17",250646.0,"2025-08-19","6dcdc1f723"
"plan869","Research & Development - 114","14company","2027-01-03",0.0,"2029-11-29","9ea83ffea1"
"plan868","Customer Service - 3","3company","2024-03-11",147448.0,"2025-04-11","b2f132a484"
"plan866","Management - 8","8company","2027-07-28",0.0,"2028-09-28","0f2b5ffe12"
"plan865","Marketing - 114","14company","2027-03-04",220916.0,"2028-04-17","a9dee7f429"
"plan864","Management - 5","5company","2023-10-05",136990.0,"2023-10-07","8f0de5969b"
"plan863","Research & Development - 7","7company","2022-11-10",0.0,"2025-11-27","292225bf3f"
"plan862","Customer Service - 118","18company","2029-07-03",268938.0,"2030-07-22","a01b5a036b"
"plan861","Human Resources - 3","3company","2023-01-07",235602.0,"2025-05-10","bd11644ed5"
"plan860","Production - 110","10company","2028-11-21",0.0,"2030-11-27","2fdb6b27ab"
"plan859","Human Resources - 5","5company","2029-01-10",191826.0,"2030-10-27","5d1f10812c"
"plan858","Human Resources - 6","6company","2028-09-14",0.0,"2030-09-14","7fc2fb7fce"
"plan857","Management - 115","15company","2026-01-15",149906.0,"2027-03-26","8ad60be27c"
"plan856","Management - 117","17company","2027-02-14",195160.0,"2030-06-15","e1e008273f"
"plan855","Human Resources - 115","15company","2029-03-07",245624.0,"2029-11-08","5d8ff9d30a"
"plan854","Legal - 7","7company","2026-09-27",290134.0,"2030-11-29","b588a976e7"
"plan853","Operations - 114","14company","2023-07-15",0.0,"2026-10-17","3a38a2b501"
"plan852","Production - 117","17company","2025-10-08",125504.0,"2029-10-27","e46a4f8b0d"
"plan851","Management - 115","15company","2022-04-11",125960.0,"2030-10-25","b896112bef"
"plan850","Research & Development - 6","6company","2021-07-23",255716.0,"2021-07-24","5e48fb49be"
"plan849","Human Resources - 110","10company","2027-06-23",116016.0,"2029-10-29","136ee8ce74"
"plan847","Legal - 118","18company","2029-11-24",0.0,"2029-11-28","cdfe0fb26a"
"plan846","Management - 118","18company","2023-02-05",0.0,"2024-06-09","d7e621c7ab"
"plan845","Management - 9","9company","2021-05-14",139758.0,"2021-05-24","ec7c47bb33"
"plan843","Marketing - 9","9company","2022-09-18",283578.0,"2022-10-18","97ae928c59"
"plan842","Quality Management - 9","9company","2028-06-28",271640.0,"2030-09-29","586a4cecb9"
"plan841","Dispatch - 6","6company","2027-07-26",105088.0,"2030-11-28","9696793162"
"plan840","Sales - 7","7company","2023-07-19",259336.0,"2026-11-20","2c9b010ad1"
"plan839","Legal - 5","5company","2024-09-12",116118.0,"2027-09-16","d1415f7328"
"plan838","Quality Management - 112","12company","2025-03-19",0.0,"2029-03-27","3daebe2691"
"plan837","Management - 115","15company","2030-04-01",259588.0,"2030-07-26","a4e768a5e4"
"plan836","Marketing - 9","9company","2022-07-26",178996.0,"2023-10-28","60329ee892"
"plan835","Sales - 9","9company","2021-10-20",133674.0,"2029-11-24","2012b25ae5"
"plan834","Human Resources - 116","16company","2021-01-10",266196.0,"2026-05-29","2fe2a26728"
"plan833","Purchase - 9","9company","2027-10-07",220714.0,"2030-11-09","a3248240b0"
"plan832","Dispatch - 1","1company","2025-03-06",0.0,"2030-07-24","5e0aca6116"
"plan831","Quality Management - 3","3company","2026-01-10",210726.0,"2030-02-12","1a3f1f5eb3"
"plan830","Customer Service - 118","18company","2023-08-18",200336.0,"2029-09-18","24517c02cf"
"plan829","Operations - 115","15company","2027-06-22",0.0,"2030-07-22","cdab6ba6cb"
"plan828","Management - 4","4company","2030-03-26",129702.0,"2030-10-29","abadf039c7"
"plan827","Legal - 6","6company","2031-08-11",144366.0,"2031-11-15","3de259f2c6"
"plan826","Quality Management - 8","8company","2027-08-01",219922.0,"2028-10-01","a9af45a3ae"
"plan825","Production - 9","9company","2030-08-29",280024.0,"2030-08-29","5adaa9cfab"
"plan824","Marketing - 6","6company","2025-07-24",149054.0,"2029-09-25","d85cee1c14"
"plan823","Operations - 3","3company","2031-05-02",0.0,"2031-05-24","516a48ee07"
"plan822","Operations - 115","15company","2026-04-22",293258.0,"2030-08-27","980d981018"
"plan821","Operations - 116","16company","2028-04-03",217684.0,"2029-11-03","81e2f04c5c"
"plan820","Marketing - 5","5company","2029-02-24",0.0,"2029-07-29","a33b48b069"
"plan818","Sales - 4","4company","2017-09-11",228838.0,"2020-09-16","e6b61dc2ef"
"plan813","Research & Development - 5","5company","2006-09-22",0.0,"2008-10-22","416a498d01"
"plan806","Human Resources - 116","16company","2015-04-07",119296.0,"2016-06-26","f2cf4bebcc"
"plan805","","11company","2013-05-19",137170.0,"2017-11-21","0929516bab"
"plan803","Sales - 2","2company","2020-03-14",0.0,"2020-05-16","e2c0240454"
"plan802","Quality Management - 1","1company","2011-08-09",105180.0,"2013-10-24","c8615f2f3a"
"plan799","Marketing - 114","14company","2020-01-29",232614.0,"2020-03-29","da9c88fcb5"
"plan798","Dispatch - 5","5company","2021-03-01",171510.0,"2021-05-19","8449729f28"
"plan795","Dispatch - 110","10company","2019-04-02",299212.0,"2019-08-28","072f7b4603"
"plan790","Purchase - 110","10company","2020-04-22",161384.0,"2020-07-28","fc1705c770"
"plan788","Marketing - 7","7company","2020-09-23",104494.0,"2020-11-25","b5d959d7a2"
"plan786","Production - 116","16company","2021-04-21",133080.0,"2021-08-21","225850b77e"
"plan785","","11company","2013-10-27",159834.0,"2017-10-29","1919f6dd62"
"plan783","Management - 5","5company","2016-11-28",137614.0,"2017-11-29","be0933378c"
"plan778","Customer Service - 117","17company","2021-01-11",122634.0,"2021-01-26","134d2a1ba6"
"plan775","Quality Management - 110","10company","2010-10-10",0.0,"2020-11-27","083817f1e1"
"plan770","Quality Management - 114","14company","2021-08-19",171058.0,"2021-08-29","f02cb5540b"
"plan767","Legal - 1","1company","2021-06-09",170016.0,"2021-10-26","e9f44db2f7"
"plan765","Research & Development - 9","9company","2018-09-03",184356.0,"2019-09-13","c114d4c301"
"plan761","Customer Service - 114","14company","2003-05-09",201736.0,"2006-07-12","2ae8a45e75"
"plan760","Purchase - 7","7company","2020-08-09",135286.0,"2020-09-09","9f185345dd"
"plan759","Quality Management - 117","17company","2007-11-27",100158.0,"2012-11-28","316b43ea04"
"plan757","Dispatch - 9","9company","2017-02-20",269496.0,"2018-11-29","4f8fb6c06a"
"plan755","Dispatch - 116","16company","2016-01-23",0.0,"2017-01-24","ccff0f3adc"
"plan754","Operations - 4","4company","2021-07-20",0.0,"2021-08-21","cf0e7108fa"
"plan753","Dispatch - 112","12company","2018-03-02",0.0,"2020-06-12","9166743292"
"plan751","Legal - 114","14company","2017-06-04",199732.0,"2019-07-25","194c38c16c"
"plan749","Sales - 6","6company","2002-05-11",0.0,"2006-09-20","c726884db4"
"plan745","Research & Development - 112","12company","2005-07-20",107118.0,"2008-10-21","8ae3dbd06c"
"plan743","Legal - 113","13company","2017-09-23",215720.0,"2020-09-25","45d57fd5f7"
"plan737","Purchase - 6","6company","2020-01-24",193548.0,"2020-06-28","d11ba9c4ee"
"plan734","Production - 113","13company","2012-03-05",250604.0,"2013-08-09","57a7bd3569"
"plan730","Operations - 110","10company","2010-09-19",0.0,"2019-11-21","683f3a741f"
"plan729","Human Resources - 2","2company","2004-09-08",0.0,"2011-10-15","cd4e856755"
"plan728","Management - 116","16company","2012-10-01",180362.0,"2015-11-22","b29ad8cf66"
"plan725","Research & Development - 113","13company","2017-03-15",206604.0,"2018-08-24","976287b117"
"plan724","Research & Development - 9","9company","2017-09-10",123702.0,"2020-11-13","13509a3ae9"
"plan722","Marketing - 118","18company","2001-02-05",262560.0,"2008-04-14","016964e8e4"
"plan719","Sales - 3","3company","2003-02-14",252136.0,"2008-08-21","ce2ee1624f"
"plan717","Human Resources - 118","18company","2021-02-04",172130.0,"2021-05-10","6d4e28f97d"
"plan713","Production - 4","4company","2020-11-10",110808.0,"2020-11-26","b0964bf6ba"
"plan712","Quality Management - 115","15company","2016-03-23",0.0,"2017-03-25","7bed88f28a"
"plan711","Customer Service - 4","4company","2020-10-29",250580.0,"2020-10-29","69261d6666"
"plan706","Human Resources - 116","16company","2018-01-24",292116.0,"2019-03-29","7a1caeea09"
"plan698","Legal - 2","2company","2001-05-10",164748.0,"2011-07-11","fc9e01a1b7"
"plan697","Production - 115","15company","2006-08-20",0.0,"2014-08-28","1d43575ec8"
"plan694","Purchase - 115","15company","2007-01-28",187070.0,"2015-06-28","4c27d22ca6"
"plan692","Dispatch - 112","12company","2021-01-03",143396.0,"2021-01-09","cddf410789"
"plan688","","11company","2010-04-06",146558.0,"2019-08-17","a6d19ac668"
"plan685","Management - 9","9company","2021-08-18",169710.0,"2021-09-21","4df931b6ef"
"plan684","Customer Service - 7","7company","2019-09-28",173916.0,"2020-09-28","7a9e20003c"
"plan683","Sales - 4","4company","2021-04-10",0.0,"2021-04-15","3d27bfbe04"
"plan682","Dispatch - 5","5company","2013-08-02",0.0,"2017-08-26","a7d4e62506"
"plan679","","11company","2021-03-26",217874.0,"2021-05-28","a52513f024"
"plan678","Management - 4","4company","2005-01-05",190896.0,"2010-10-28","c975da6660"
"plan677","Human Resources - 114","14company","2009-02-13",157810.0,"2013-05-14","7e9645ac48"
"plan676","Production - 117","17company","2005-01-19",200774.0,"2012-07-23","0c800e61df"
"plan675","Management - 3","3company","2021-05-26",225198.0,"2021-09-27","d109d080b6"
"plan671","Customer Service - 8","8company","2010-04-24",240802.0,"2013-04-29","8fbf2322d2"
"plan670","Research & Development - 113","13company","2021-08-14",0.0,"2021-11-20","77da8e799a"
"plan663","Production - 4","4company","2019-09-19",191616.0,"2020-11-26","b321c7f644"
"plan656","Marketing - 6","6company","2014-03-21",227494.0,"2015-05-23","a19fe12b6f"
"plan654","Research & Development - 2","2company","2013-11-20",159846.0,"2013-11-23","c1e021eaff"
"plan649","","11company","2019-01-24",114812.0,"2019-03-26","47e850bd2c"
"plan646","Human Resources - 9","9company","2007-02-10",220178.0,"2010-09-18","a035777243"
"plan644","Human Resources - 6","6company","2011-10-24",280352.0,"2013-10-24","a51a94a505"
"plan643","Purchase - 117","17company","2001-01-10",280332.0,"2002-05-13","0171d4cbe9"
"plan642","Purchase - 5","5company","2018-05-01",219086.0,"2018-07-07","9e070e396a"
"plan641","Management - 8","8company","2017-09-15",261110.0,"2017-11-29","cb992ff58f"
"plan640","Purchase - 113","13company","2017-10-04",219856.0,"2017-11-10","f5e4780722"
"plan638","Management - 9","9company","2004-03-24",160346.0,"2009-05-28","5573a23fee"
"plan634","Quality Management - 115","15company","2020-08-01",249222.0,"2020-11-19","8777776c15"
"plan632","Production - 1","1company","2001-01-07",112580.0,"2005-08-11","52eb96ea8a"
"plan630","","11company","2018-11-10",269352.0,"2019-11-11","79ce05e9cb"
"plan629","Research & Development - 114","14company","2006-10-15",296848.0,"2014-11-23","7357545714"
"plan626","Legal - 113","13company","2003-10-22",255918.0,"2005-11-23","5a286a0a84"
"plan625","Operations - 112","12company","2014-09-06",189356.0,"2014-10-10","03e9ebd8b8"
"plan624","Sales - 112","12company","2021-09-23",176342.0,"2021-11-28","9a20f3fd83"
"plan621","Dispatch - 5","5company","2015-07-25",230088.0,"2020-08-25","7956c81c79"
"plan619","Sales - 117","17company","2006-08-05",290372.0,"2010-11-14","bcfca2b749"
"plan617","Sales - 3","3company","2008-06-28",257706.0,"2009-06-28","ea2c21236f"
"plan616","Quality Management - 6","6company","2010-03-28",230304.0,"2013-04-29","70811ca76a"
"plan613","Human Resources - 4","4company","2007-11-19",189982.0,"2013-11-20","c186b27a6f"
"plan609","Sales - 2","2company","2006-02-26",104826.0,"2010-08-29","17934fe211"
"plan608","Customer Service - 118","18company","2007-03-10",165678.0,"2012-07-24","88b732d697"
"plan606","Management - 3","3company","2008-02-10",234540.0,"2009-08-12","cb431fbad0"
"plan605","Research & Development - 113","13company","2010-02-15",242220.0,"2015-10-24","1ffaaf4327"
"plan604","Operations - 2","2company","2021-07-02",132452.0,"2021-07-29","8e2316c9a6"
"plan601","Sales - 115","15company","2012-08-22",115112.0,"2014-09-26","2e0077d4d9"
"plan598","Human Resources - 118","18company","2019-02-06",295966.0,"2019-08-12","536e0b62ef"
"plan597","Research & Development - 112","12company","2012-08-15",255688.0,"2017-10-23","265be84838"
"plan595","Human Resources - 1","1company","2009-05-15",254172.0,"2012-11-19","6653d5cba2"
"plan594","Sales - 9","9company","2021-11-16",127226.0,"2021-11-25","3a9fb6735c"
"plan587","Operations - 113","13company","2003-11-24",261568.0,"2003-11-25","42e40e498a"
"plan585","Human Resources - 110","10company","2007-10-06",107112.0,"2007-10-22","9069137e93"
"plan581","Human Resources - 116","16company","2019-03-28",255230.0,"2020-07-29","e79502d005"
"plan580","Customer Service - 8","8company","2015-09-13",154314.0,"2016-09-22","da7a9570c4"
"plan579","Operations - 9","9company","2013-07-20",200544.0,"2016-07-23","1a9def1a34"
"plan578","Quality Management - 114","14company","2016-07-13",185132.0,"2020-07-26","5751059d87"
"plan577","Human Resources - 2","2company","2017-08-29",111644.0,"2018-09-29","4aacf1f157"
"plan572","Sales - 116","16company","2008-10-12",129502.0,"2014-10-21","7ac02f05c9"
"plan569","Human Resources - 115","15company","2021-07-28",101556.0,"2021-11-28","ecb4f03ffa"
"plan567","Marketing - 113","13company","2007-03-06",102116.0,"2012-09-20","af42cfd915"
"plan565","Quality Management - 6","6company","2019-05-13",146630.0,"2019-05-18","4353549602"
"plan562","Customer Service - 116","16company","2014-11-06",0.0,"2016-11-23","c7b383730e"
"plan561","Human Resources - 118","18company","2016-07-20",0.0,"2018-07-26","f13d9e6fbb"
"plan560","Legal - 118","18company","2002-09-27",136966.0,"2002-11-27","6fc56b8475"
"plan559","Legal - 2","2company","2017-08-09",262904.0,"2018-08-24","0472fa1b76"
