"ID","ID (Staffing Plan Detail)","Vacancies (Staffing Plan Detail)","Total Estimated Cost (Staffing Plan Detail)","Designation (Staffing Plan Detail)","Estimated Cost Per Position (Staffing Plan Detail)","Current Count (Staffing Plan Detail)","Number Of Positions (Staffing Plan Detail)","Current Openings (Staffing Plan Detail)"
"plan6687","0093d0474d",10,1306430.0,"Head of Marketing and Sales",130643.0,0,10,0
"plan6681","73877cca8c",0,0.0,"Analyst",73664.0,0,0,0
"plan6680","827dc45ce1",4,551848.0,"Project Manager",137962.0,0,4,0
"plan6678","f56253091b",0,0.0,"Head of Marketing and Sales",86018.0,0,0,0
"plan6677","8d6fa15b5c",4,297036.0,"Project Manager",74259.0,0,4,0
"plan6676","f98b942c09",3,325398.0,"Head of Marketing and Sales",108466.0,0,3,0
"plan6675","cfd5c969e1",0,0.0,"Accountant",73852.0,0,0,0
"plan6673","c1b7c4f8eb",4,534888.0,"Head of Marketing and Sales",133722.0,0,4,0
"plan6672","10556e76d9",5,654210.0,"Project Manager",130842.0,0,5,0
"plan6671","00569e32f3",0,0.0,"Administrative Officer",59236.0,0,0,0
"plan6669","541b94647b",0,0.0,"Designer",149836.0,0,0,0
"plan6668","d6bddaf2aa",11,859562.0,"Project Manager",78142.0,0,11,0
"plan6667","1c607da4ac",0,0.0,"Engineer",63739.0,0,0,0
"plan6666","e36fd367b1",4,424896.0,"Project Manager",106224.0,0,4,0
"plan6665","23eb077280",8,685744.0,"Accountant",85718.0,0,8,0
"plan6664","3fb0be0df4",11,1306525.0,"Researcher",118775.0,0,11,0
"plan6663","1fe3b861de",0,0.0,"Project Manager",73832.0,0,0,0
"plan6661","9f9c4390ca",0,0.0,"Engineer",53592.0,0,0,0
"plan6660","3ab00d894d",10,1254370.0,"Engineer",125437.0,0,10,0
"plan6659","3de98afe06",3,373104.0,"Head of Marketing and Sales",124368.0,0,3,0
"plan6658","1bf4b50a54",0,0.0,"Administrative Officer",110871.0,0,0,0
"plan6657","f07cdc9566",8,467832.0,"Analyst",58479.0,0,8,0
"plan6656","21c80380f1",0,0.0,"Engineer",117147.0,0,0,0
"plan6654","63d1cc1523",7,505582.0,"Head of Marketing and Sales",72226.0,0,7,0
"plan6653","51be94dd89",0,0.0,"Accountant",70542.0,0,0,0
"plan6652","dcb14c23ba",10,1008780.0,"Head of Marketing and Sales",100878.0,0,10,0
"plan6651","5eb0208d44",0,0.0,"Business Development Manager",115508.0,0,0,0
"plan6650","7b3aeca383",0,0.0,"HR Manager",118898.0,0,0,0
"plan6649","85219bfef5",9,1011591.0,"Researcher",112399.0,0,9,0
"plan6648","86c6220348",0,0.0,"Software Developer",83622.0,0,0,0
"plan6647","804618caea",0,0.0,"Designer",105930.0,0,0,0
"plan6646","6f60c93bcc",0,0.0,"Administrative Officer",112138.0,0,0,0
"plan6645","c28131f686",0,0.0,"Analyst",112141.0,0,0,0
"plan6644","8310d96b2c",0,0.0,"Associate",100071.0,0,0,0
"plan6642","c17d0f82e7",9,488655.0,"Accountant",54295.0,0,9,0
"plan6641","b816431173",9,948933.0,"Secretary",105437.0,0,9,0
"plan6640","3e488454ee",11,1635095.0,"Engineer",148645.0,0,11,0
"plan6638","bc8d04b97e",8,962280.0,"Researcher",120285.0,0,8,0
"plan6637","c8f3337dfd",0,0.0,"Associate",64930.0,0,0,0
"plan6634","5227eef582",0,0.0,"Researcher",84356.0,0,0,0
"plan6633","04d9c48391",0,0.0,"Administrative Officer",61588.0,0,0,0
"plan6632","b41d537ad1",0,0.0,"Associate",139177.0,0,0,0
"plan6631","618bec1b8b",10,1362280.0,"HR Manager",136228.0,0,10,0
"plan6629","6d9dfa7918",0,0.0,"Project Manager",84430.0,0,0,0
"plan6628","b4ea30e058",0,0.0,"Administrative Officer",63858.0,0,0,0
"plan6627","b5b558909a",0,0.0,"Head of Marketing and Sales",98256.0,0,0,0
"plan6626","11edb79cd2",5,299625.0,"Researcher",59925.0,0,5,0
"plan6624","f91b42807a",5,667775.0,"Project Manager",133555.0,0,5,0
"plan6623","8a87d25290",7,664013.0,"Administrative Officer",94859.0,0,7,0
"plan6622","8ee9124b65",8,1025416.0,"Secretary",128177.0,0,8,0
"plan6621","5a60746c88",4,354928.0,"Head of Marketing and Sales",88732.0,0,4,0
"plan6620","e53cf818a6",7,685314.0,"Administrative Officer",97902.0,0,7,0
"plan6619","58d69f512f",9,915741.0,"Accountant",101749.0,0,9,0
"plan6617","f1407224fa",11,990946.0,"Business Development Manager",90086.0,0,11,0
"plan6616","e1c380bbca",0,0.0,"Business Development Manager",145207.0,0,0,0
"plan6615","2e2da2c7f0",3,380079.0,"Researcher",126693.0,0,3,0
"plan6614","5d71881865",11,1016400.0,"Associate",92400.0,0,11,0
"plan6613","73d556c468",0,0.0,"Researcher",79335.0,0,0,0
"plan6611","8ea0a00c26",10,617240.0,"Accountant",61724.0,0,10,0
"plan6610","1aeb85f2c2",8,764120.0,"Business Development Manager",95515.0,0,8,0
"plan6609","3c2d1c5eaf",0,0.0,"Engineer",121801.0,0,0,0
"plan6606","29acac6220",4,261944.0,"HR Manager",65486.0,0,4,0
"plan6604","8e383f05f6",0,0.0,"Software Developer",64329.0,0,0,0
"plan6603","f3a3a717f1",2,183206.0,"Designer",91603.0,0,2,0
"plan6601","13101fc2dc",2,209668.0,"Researcher",104834.0,0,2,0
"plan6600","c18145fcb4",0,0.0,"Administrative Officer",90473.0,0,0,0
"plan6599","a873ed439a",5,659470.0,"Engineer",131894.0,0,5,0
"plan6597","e1bdde617b",8,508904.0,"Accountant",63613.0,0,8,0
"plan6593","a96f381898",9,994995.0,"Researcher",110555.0,0,9,0
"plan6591","d399f65b14",0,0.0,"Researcher",84228.0,0,0,0
"plan6590","12e55dca8b",5,615055.0,"Project Manager",123011.0,0,5,0
"plan6589","4187aa4ccc",10,829310.0,"Engineer",82931.0,0,10,0
"plan6588","3b772fb9df",0,0.0,"Administrative Officer",81145.0,0,0,0
"plan6584","88dc53dd0e",5,586575.0,"Head of Marketing and Sales",117315.0,0,5,0
"plan6583","148bfda610",0,0.0,"Business Development Manager",131988.0,0,0,0
"plan6582","f53b4e1ed7",10,1187340.0,"HR Manager",118734.0,0,10,0
"plan6581","03ebd6261c",11,1202157.0,"Analyst",109287.0,0,11,0
"plan6580","c15d342c2a",0,0.0,"HR Manager",67277.0,0,0,0
"plan6579","4955c7c963",11,1525315.0,"Project Manager",138665.0,0,11,0
"plan6578","b656c770fa",7,360360.0,"Project Manager",51480.0,0,7,0
"plan6577","a8b50a66a0",0,0.0,"Researcher",98442.0,0,0,0
"plan6576","f7a621790d",10,1352250.0,"Analyst",135225.0,0,10,0
"plan6575","317f183cff",4,546780.0,"Researcher",136695.0,0,4,0
"plan6574","9fc2bdf87a",3,212475.0,"Head of Marketing and Sales",70825.0,0,3,0
"plan6573","91a27969fd",0,0.0,"Researcher",97879.0,0,0,0
"plan6572","e555fc6c49",0,0.0,"Engineer",132595.0,0,0,0
"plan6570","000b426d71",4,514632.0,"Accountant",128658.0,0,4,0
"plan6569","c1c2a03970",0,0.0,"Head of Marketing and Sales",88418.0,0,0,0
"plan6568","c4e1b24ca6",5,458175.0,"Accountant",91635.0,0,5,0
"plan6566","607b3c46c2",10,773720.0,"Administrative Officer",77372.0,0,10,0
"plan6565","b1c45540c2",10,833490.0,"Analyst",83349.0,0,10,0
"plan6564","f8da38f905",0,0.0,"Associate",55961.0,0,0,0
"plan6563","0e5d88688b",0,0.0,"Engineer",77013.0,0,0,0
"plan6562","50ebf06c62",2,107408.0,"Administrative Officer",53704.0,0,2,0
"plan6561","bb41843be8",2,274750.0,"Analyst",137375.0,0,2,0
"plan6560","7f9462181a",11,1597629.0,"Business Development Manager",145239.0,0,11,0
"plan6559","0d4949fd66",3,166968.0,"Researcher",55656.0,0,3,0
"plan6558","fcb21a3c4e",8,997424.0,"Analyst",124678.0,0,8,0
"plan6557","f7497fcbc3",0,0.0,"Analyst",133949.0,0,0,0
"plan6556","b26cc46eaf",0,0.0,"Administrative Officer",80394.0,0,0,0
"plan6554","e15241d900",0,0.0,"Administrative Officer",52422.0,0,0,0
"plan6553","05d232e775",7,635474.0,"Accountant",90782.0,0,7,0
"plan6552","d08e3199bc",3,226905.0,"Engineer",75635.0,0,3,0
"plan6551","982c11ab0c",11,729168.0,"Project Manager",66288.0,0,11,0
"plan6550","ee34877339",8,477128.0,"HR Manager",59641.0,0,8,0
"plan6549","034d9ef977",3,187935.0,"Analyst",62645.0,0,3,0
"plan6548","586eb2ba59",0,0.0,"Analyst",99999.0,0,0,0
"plan6546","4f03ff4015",0,0.0,"Designer",67273.0,0,0,0
"plan6545","ca401a8586",4,207796.0,"Designer",51949.0,0,4,0
"plan6544","981ff74825",4,314788.0,"Business Development Manager",78697.0,0,4,0
"plan6543","9841869732",2,226552.0,"Analyst",113276.0,0,2,0
"plan6542","5059fd1806",0,0.0,"Business Development Manager",77676.0,0,0,0
"plan6541","2ab31610ba",0,0.0,"Administrative Officer",112244.0,0,0,0
"plan6539","21727cfd9b",10,1392010.0,"Accountant",139201.0,0,10,0
"plan6538","ce1026f0b2",4,474404.0,"Business Development Manager",118601.0,0,4,0
"plan6537","ac55f7ee80",6,548148.0,"Researcher",91358.0,0,6,0
"plan6536","caca3f9e67",6,330672.0,"HR Manager",55112.0,0,6,0
"plan6535","63d5307098",2,233270.0,"Business Development Manager",116635.0,0,2,0
"plan6534","975e941ee3",4,328872.0,"Secretary",82218.0,0,4,0
"plan6533","8cce46fae4",9,1170738.0,"Accountant",130082.0,0,9,0
"plan6532","c9238271f9",0,0.0,"Project Manager",95644.0,0,0,0
"plan6531","d12a8c72e3",0,0.0,"Engineer",140485.0,0,0,0
"plan6528","8a947dddcb",0,0.0,"Associate",78715.0,0,0,0
"plan6527","38e7723658",2,218084.0,"Engineer",109042.0,0,2,0
"plan6526","c925c56f69",4,520496.0,"Software Developer",130124.0,0,4,0
"plan6525","12e083883a",2,298048.0,"Designer",149024.0,0,2,0
"plan6524","4a23f21453",0,0.0,"Accountant",56429.0,0,0,0
"plan6523","ddcdd1e93b",5,268210.0,"Designer",53642.0,0,5,0
"plan6522","701ef8a448",0,0.0,"Administrative Officer",68481.0,0,0,0
"plan6521","c47d2132fe",0,0.0,"Head of Marketing and Sales",87116.0,0,0,0
"plan6520","aba73b9121",0,0.0,"Business Development Manager",138204.0,0,0,0
"plan6519","ffc1ecc496",7,380520.0,"Accountant",54360.0,0,7,0
"plan6518","370ed81940",4,266680.0,"Researcher",66670.0,0,4,0
"plan6517","6ac4e4f76c",11,871992.0,"Business Development Manager",79272.0,0,11,0
"plan6516","f507b73b94",0,0.0,"Designer",127181.0,0,0,0
"plan6515","3e1cd921e7",7,521241.0,"Business Development Manager",74463.0,0,7,0
"plan6514","4dcc6bdda8",0,0.0,"Business Development Manager",93604.0,0,0,0
"plan6513","e9310f6d96",11,1502193.0,"Administrative Officer",136563.0,0,11,0
"plan6511","894cec4d5b",0,0.0,"Designer",135965.0,0,0,0
"plan6509","09659c299e",0,0.0,"Accountant",61278.0,0,0,0
"plan6508","290547dacc",0,0.0,"Administrative Officer",135282.0,0,0,0
"plan6507","269fe384f0",0,0.0,"Engineer",143333.0,0,0,0
"plan6506","65a1e9ad21",0,0.0,"Associate",124329.0,0,0,0
"plan6504","d06b6513fc",0,0.0,"Engineer",95257.0,0,0,0
"plan6502","2caf5d544f",10,1399000.0,"Designer",139900.0,0,10,0
"plan6501","b9803e2371",3,389526.0,"Analyst",129842.0,0,3,0
"plan6500","6f049ea8af",11,1174184.0,"HR Manager",106744.0,0,11,0
"plan6498","34078a0912",2,251438.0,"Engineer",125719.0,0,2,0
"plan6495","6fe705c2b5",11,1057408.0,"Associate",96128.0,0,11,0
"plan6494","f557bf0f3e",6,860964.0,"Designer",143494.0,0,6,0
"plan6492","7b4d8de2a9",8,1076488.0,"Researcher",134561.0,0,8,0
"plan6491","ea12f958b2",0,0.0,"Administrative Officer",143276.0,0,0,0
"plan6489","2b5b19d668",4,576640.0,"HR Manager",144160.0,0,4,0
"plan6487","e47b313e4c",9,847314.0,"Head of Marketing and Sales",94146.0,0,9,0
"plan6486","05e49111d9",0,0.0,"Analyst",93142.0,0,0,0
"plan6482","cb8ac07f1c",11,1491171.0,"Engineer",135561.0,0,11,0
"plan6479","5ca3bd5452",3,307221.0,"Project Manager",102407.0,0,3,0
"plan6473","064687c25e",0,0.0,"Associate",117719.0,0,0,0
"plan6470","3b5852378f",0,0.0,"Designer",115524.0,0,0,0
"plan6469","b4f779498e",0,0.0,"Accountant",126462.0,0,0,0
"plan6468","3960804d96",8,1128056.0,"Secretary",141007.0,0,8,0
"plan6467","e917591d48",0,0.0,"Administrative Officer",67134.0,0,0,0
"plan6466","8ba99300ef",0,0.0,"Secretary",121769.0,0,0,0
"plan6464","391ace8f1b",7,660898.0,"Engineer",94414.0,0,7,0
"plan6463","cb3f2146a4",5,654180.0,"Head of Marketing and Sales",130836.0,0,5,0
"plan6462","7d787aee98",5,687090.0,"Software Developer",137418.0,0,5,0
"plan6461","0eaffca083",7,366079.0,"Secretary",52297.0,0,7,0
"plan6459","b37976e1d6",11,1099648.0,"Software Developer",99968.0,0,11,0
"plan6457","dd491d040e",0,0.0,"Head of Marketing and Sales",83601.0,0,0,0
"plan6456","3192169a6c",0,0.0,"Secretary",100233.0,0,0,0
"plan6455","059d2c1bb6",0,0.0,"Analyst",94217.0,0,0,0
"plan6453","920d7b3c84",0,0.0,"Administrative Officer",73444.0,0,0,0
"plan6451","44517e49d1",2,258902.0,"Secretary",129451.0,0,2,0
"plan6447","f6d46d1ee6",0,0.0,"Associate",87749.0,0,0,0
"plan6446","04758eeda0",3,180612.0,"Business Development Manager",60204.0,0,3,0
"plan6445","e1c0085003",0,0.0,"Project Manager",65429.0,0,0,0
"plan6439","ccf6144cac",0,0.0,"Secretary",92612.0,0,0,0
"plan6438","eb719d96a7",0,0.0,"Software Developer",59255.0,0,0,0
"plan6437","d7b3bcbb50",0,0.0,"Business Development Manager",93129.0,0,0,0
"plan6434","6dc57542cd",0,0.0,"Accountant",115310.0,0,0,0
"plan6433","ab9251b332",9,796932.0,"Secretary",88548.0,0,9,0
"plan6432","e6b346052a",0,0.0,"Administrative Officer",102226.0,0,0,0
"plan6431","bb40c34772",0,0.0,"Secretary",87075.0,0,0,0
"plan6430","122f982fb9",0,0.0,"Analyst",121680.0,0,0,0
"plan6428","ed52d51bb2",8,888584.0,"Administrative Officer",111073.0,0,8,0
"plan6427","4500b220bd",3,377832.0,"Designer",125944.0,0,3,0
"plan6425","d7a8a1c548",0,0.0,"Software Developer",51626.0,0,0,0
"plan6423","6bf9ed9e76",6,748716.0,"Engineer",124786.0,0,6,0
"plan6422","6e3568c792",8,1135616.0,"Designer",141952.0,0,8,0
"plan6419","9589bda71a",0,0.0,"Administrative Officer",62474.0,0,0,0
"plan6416","9940126116",6,665646.0,"Secretary",110941.0,0,6,0
"plan6415","2df4e0d872",0,0.0,"Researcher",140586.0,0,0,0
"plan6413","dbe7c7abc9",11,807972.0,"Project Manager",73452.0,0,11,0
"plan6408","fb29c906ff",4,547892.0,"Software Developer",136973.0,0,4,0
"plan6407","db47e25ac2",11,655721.0,"Analyst",59611.0,0,11,0
"plan6405","f850d8da0f",0,0.0,"Designer",64761.0,0,0,0
"plan6403","ba4242d148",0,0.0,"Engineer",127721.0,0,0,0
"plan6402","dcdf373d08",0,0.0,"Designer",75776.0,0,0,0
"plan6401","8c0062edb9",6,701766.0,"Software Developer",116961.0,0,6,0
"plan6398","9454323e5f",0,0.0,"HR Manager",141837.0,0,0,0
"plan6396","43b39d44d5",11,1321793.0,"HR Manager",120163.0,0,11,0
"plan6393","776773331a",0,0.0,"Business Development Manager",50906.0,0,0,0
"plan6390","9219c85d97",2,272068.0,"Researcher",136034.0,0,2,0
"plan6388","9f824d5a72",4,348824.0,"Engineer",87206.0,0,4,0
"plan6385","ffca36d5d2",9,1331757.0,"HR Manager",147973.0,0,9,0
"plan6384","899c2d9fb9",0,0.0,"Project Manager",140709.0,0,0,0
"plan6383","d38d6c6018",10,1108260.0,"Administrative Officer",110826.0,0,10,0
"plan6380","01987de713",0,0.0,"HR Manager",51265.0,0,0,0
"plan6379","129636c757",2,263342.0,"Analyst",131671.0,0,2,0
"plan6378","598efb9ed6",3,202707.0,"Accountant",67569.0,0,3,0
"plan6377","43d4e44ec5",11,989340.0,"Secretary",89940.0,0,11,0
"plan6375","81d5c31310",8,436360.0,"Head of Marketing and Sales",54545.0,0,8,0
"plan6374","c5606887f0",0,0.0,"Designer",78496.0,0,0,0
"plan6373","61dc31bd53",0,0.0,"Business Development Manager",118279.0,0,0,0
"plan6372","3856deb51e",3,236004.0,"Designer",78668.0,0,3,0
"plan6371","97c76929b8",0,0.0,"HR Manager",132298.0,0,0,0
"plan6368","56557b2a37",6,801006.0,"Researcher",133501.0,0,6,0
"plan6367","e89b95e04d",2,106866.0,"Administrative Officer",53433.0,0,2,0
"plan6366","0afd50b78e",6,524238.0,"Business Development Manager",87373.0,0,6,0
"plan6365","6bef588ecb",0,0.0,"Business Development Manager",149764.0,0,0,0
"plan6364","ca8710aa7a",0,0.0,"Project Manager",98503.0,0,0,0
"plan6359","386f85acb3",0,0.0,"Project Manager",82690.0,0,0,0
"plan6357","47c9d7afb4",0,0.0,"Designer",98312.0,0,0,0
"plan6356","360df7d990",0,0.0,"Associate",115548.0,0,0,0
"plan6354","511eecce67",0,0.0,"HR Manager",109694.0,0,0,0
"plan6352","34e5e231e6",0,0.0,"Analyst",127578.0,0,0,0
"plan6349","1419520c97",0,0.0,"Software Developer",147966.0,0,0,0
"plan6346","4d185f552c",0,0.0,"Administrative Officer",112770.0,0,0,0
"plan6340","22652d4f77",10,1191000.0,"Accountant",119100.0,0,10,0
"plan6339","67b7e12386",11,966152.0,"Accountant",87832.0,0,11,0
"plan6338","4681ec18a6",0,0.0,"Head of Marketing and Sales",129347.0,0,0,0
"plan6336","05c1f790de",0,0.0,"Administrative Officer",132881.0,0,0,0
"plan6335","25ac879a19",0,0.0,"Head of Marketing and Sales",147222.0,0,0,0
"plan6331","e0f80b8424",0,0.0,"Designer",68192.0,0,0,0
"plan6328","8598794ae5",6,682764.0,"Head of Marketing and Sales",113794.0,0,6,0
"plan6327","8955647bfd",0,0.0,"Software Developer",95238.0,0,0,0
"plan6324","322cb41d2d",8,473360.0,"Designer",59170.0,0,8,0
"plan6323","4ce8dd2f8f",0,0.0,"Accountant",75420.0,0,0,0
"plan6322","04a0873c51",9,713628.0,"Researcher",79292.0,0,9,0
"plan6318","5a34aa8b09",8,768504.0,"Project Manager",96063.0,0,8,0
"plan6317","cbe577efae",0,0.0,"Analyst",128983.0,0,0,0
"plan6316","6f10541517",5,314320.0,"Project Manager",62864.0,0,5,0
"plan6314","b96ac612d6",11,1390345.0,"Administrative Officer",126395.0,0,11,0
"plan6313","98c57759ab",0,0.0,"Software Developer",80935.0,0,0,0
"plan6311","54191663f9",0,0.0,"Administrative Officer",133705.0,0,0,0
"plan6308","32f3fb2057",3,324426.0,"Head of Marketing and Sales",108142.0,0,3,0
"plan6307","406d8dc184",4,477852.0,"Accountant",119463.0,0,4,0
"plan6306","c436142e0b",0,0.0,"Researcher",65246.0,0,0,0
"plan6304","e0a8ea76fd",0,0.0,"HR Manager",50693.0,0,0,0
"plan6300","09b175411c",3,345282.0,"Project Manager",115094.0,0,3,0
"plan6299","1d74f79696",0,0.0,"Associate",81820.0,0,0,0
"plan6297","012325ced0",8,665032.0,"Business Development Manager",83129.0,0,8,0
"plan6296","b0118483f7",0,0.0,"Head of Marketing and Sales",85842.0,0,0,0
"plan6295","d28bda3de6",7,560763.0,"Administrative Officer",80109.0,0,7,0
"plan6294","1c5b8ab1ae",0,0.0,"Project Manager",78287.0,0,0,0
"plan6292","0fbd140b1d",6,319872.0,"HR Manager",53312.0,0,6,0
"plan6289","37653247b3",0,0.0,"Project Manager",50282.0,0,0,0
"plan6288","76f0c272aa",0,0.0,"Head of Marketing and Sales",106994.0,0,0,0
"plan6286","28569feb21",6,448152.0,"Designer",74692.0,0,6,0
"plan6285","b3daee91f3",0,0.0,"HR Manager",120528.0,0,0,0
"plan6282","cc60bb3efc",0,0.0,"Analyst",119405.0,0,0,0
"plan6280","b9b49c6b0d",0,0.0,"Business Development Manager",118935.0,0,0,0
"plan6278","b401b99373",0,0.0,"Engineer",103385.0,0,0,0
"plan6276","59884b64a5",7,815941.0,"Software Developer",116563.0,0,7,0
"plan6275","9ed986a43b",0,0.0,"Software Developer",71967.0,0,0,0
"plan6274","b29d7a32f5",3,302160.0,"Analyst",100720.0,0,3,0
"plan6273","5b5cf2095b",7,767179.0,"Administrative Officer",109597.0,0,7,0
"plan6272","383efd4912",0,0.0,"Designer",63329.0,0,0,0
"plan6270","19f107e39c",3,250053.0,"Business Development Manager",83351.0,0,3,0
"plan6263","ea83f3c599",0,0.0,"Analyst",95461.0,0,0,0
"plan6262","096ecf3431",0,0.0,"Administrative Officer",141759.0,0,0,0
"plan6260","add181786c",4,258452.0,"Researcher",64613.0,0,4,0
"plan6259","47aab6780b",0,0.0,"Accountant",96453.0,0,0,0
"plan6258","44d8e4f091",0,0.0,"HR Manager",85974.0,0,0,0
"plan6257","268061bd22",0,0.0,"Engineer",100099.0,0,0,0
"plan6254","772173598f",0,0.0,"Administrative Officer",67525.0,0,0,0
"plan6251","092e01b1f0",0,0.0,"Associate",128972.0,0,0,0
"plan6250","3579522629",9,0.0,"Software Developer",0.0,0,9,0
"plan6253","26b7ba3bbd",0,0.0,"Analyst",104164.0,0,0,0
"plan6249","f1a7c2ebc0",0,0.0,"Project Manager",94925.0,0,0,0
"plan6247","42bd89c197",4,457732.0,"Analyst",114433.0,0,4,0
"plan6246","bd7d00790f",11,1126719.0,"Administrative Officer",102429.0,0,11,0
"plan6245","bb3252449c",3,441924.0,"Software Developer",147308.0,0,3,0
"plan6244","2a9908cd98",9,1110447.0,"Secretary",123383.0,0,9,0
"plan6243","56c347b2b7",2,291284.0,"Analyst",145642.0,0,2,0
"plan6242","39fc1a8b12",0,0.0,"Designer",94882.0,0,0,0
"plan6241","9d1de80583",6,578412.0,"Associate",96402.0,0,6,0
"plan6240","76bc840380",0,0.0,"HR Manager",90865.0,0,0,0
"plan6237","98c8330148",0,0.0,"Associate",56227.0,0,0,0
"plan6236","87d34e2d20",0,0.0,"HR Manager",137887.0,0,0,0
"plan6235","965c4d835d",0,0.0,"Business Development Manager",116476.0,0,0,0
"plan6234","74189464cf",6,307314.0,"Head of Marketing and Sales",51219.0,0,6,0
"plan6231","bbfa4f0c35",0,0.0,"HR Manager",79992.0,0,0,0
"plan6229","157e1a7c3c",0,0.0,"Secretary",83671.0,0,0,0
"plan6226","06e5e3c698",3,264168.0,"Project Manager",88056.0,0,3,0
"plan6224","bca7f03904",0,0.0,"Administrative Officer",116296.0,0,0,0
"plan6220","6269c958a6",0,0.0,"Software Developer",137690.0,0,0,0
"plan6218","2303d85d9d",3,188904.0,"Accountant",62968.0,0,3,0
"plan6217","7e264b821c",4,212976.0,"Associate",53244.0,0,4,0
"plan6216","a5afa7a092",0,0.0,"Analyst",123078.0,0,0,0
"plan6214","9ea2ec87f0",0,0.0,"Project Manager",145224.0,0,0,0
"plan6213","5a7ca26f18",0,0.0,"Researcher",59719.0,0,0,0
"plan6211","ed30597d9a",9,574830.0,"Accountant",63870.0,0,9,0
"plan6210","3af3de82f1",11,1537701.0,"Administrative Officer",139791.0,0,11,0
"plan6209","6ad9424b3b",3,447306.0,"Associate",149102.0,0,3,0
"plan6208","2cfcfcb790",9,826938.0,"Associate",91882.0,0,9,0
"plan6207","5b994c9a11",0,0.0,"Secretary",81568.0,0,0,0
"plan6206","493f33ab14",0,0.0,"Project Manager",74337.0,0,0,0
"plan6203","0730ae03df",4,241392.0,"Accountant",60348.0,0,4,0
"plan6200","f922711154",2,109392.0,"Engineer",54696.0,0,2,0
"plan6199","0f866d13e7",10,858240.0,"Accountant",85824.0,0,10,0
"plan6198","dccd54381a",11,1370028.0,"Accountant",124548.0,0,11,0
"plan6197","e608e1501d",0,0.0,"Accountant",102923.0,0,0,0
"plan6196","6bfe05ee2f",3,188988.0,"Administrative Officer",62996.0,0,3,0
"plan6194","64db81a0ed",10,1045650.0,"Designer",104565.0,0,10,0
"plan6193","c9687e9391",9,721215.0,"Researcher",80135.0,0,9,0
"plan6192","6278955d6e",0,0.0,"Head of Marketing and Sales",69371.0,0,0,0
"plan6190","6c8d96bc12",0,0.0,"Designer",146766.0,0,0,0
"plan6189","677af1fd5d",0,0.0,"Associate",135780.0,0,0,0
"plan6187","677a7f5c62",0,0.0,"HR Manager",83108.0,0,0,0
"plan6184","2c5ecceb61",9,481761.0,"Engineer",53529.0,0,9,0
"plan6183","f82f0fd818",0,0.0,"Designer",112389.0,0,0,0
"plan6182","c663128941",5,564965.0,"Business Development Manager",112993.0,0,5,0
"plan6181","0c0a67a2aa",11,708444.0,"Researcher",64404.0,0,11,0
"plan6179","328f0b00cd",0,0.0,"Secretary",78616.0,0,0,0
"plan6177","913cf23912",8,553336.0,"Engineer",69167.0,0,8,0
"plan6176","8a20a0aa3b",0,0.0,"Business Development Manager",96804.0,0,0,0
